PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP1.mLb.clN_peak_12245	chrX	10930720	10930831	+	21	NA	promoter-TSS (FBgn0263705)	-promoter-TSS (FBgn0263705)	-65	FBgn0263705	FBgn0263705	FBtr0346278						NA
AkaaF3Heat_REP1.mLb.clN_peak_11723	chrX	5737321	5738055	+	21	NA	TTS (FBgn0261383)	-TTS (FBgn0261383)	4948	FBgn0029795	FBgn0029795	FBtr0070806						NA
AkaaF3Heat_REP1.mLb.clN_peak_7087	chr3L	19261358	19261539	+	21	NA	promoter-TSS (FBgn0260857)	-promoter-TSS (FBgn0260857)	54	FBgn0260857	FBgn0260857	FBtr0074990						NA
AkaaF3Heat_REP1.mLb.clN_peak_4044	chr2R	18166894	18167195	+	21	NA	promoter-TSS (FBgn0034310)	-promoter-TSS (FBgn0034310)	96	FBgn0034310	FBgn0034310	FBtr0086775						NA
AkaaF3Heat_REP1.mLb.clN_peak_5947	chr3L	8868909	8869770	+	21	NA	intron (FBgn0263930, intron 1 of 8)	-intron (FBgn0263930, intron 1 of 8)	19294	FBgn0262788	FBgn0262788	FBtr0305902						NA
AkaaF3Heat_REP1.mLb.clN_peak_8119	chr3R	6702423	6702623	+	21	NA	exon (FBgn0004782, exon 2 of 2)	-exon (FBgn0004782, exon 2 of 2)	354	FBgn0004782	FBgn0004782	FBtr0081692						NA
AkaaF3Heat_REP1.mLb.clN_peak_11997	chrX	8420780	8421413	+	21	NA	promoter-TSS (FBgn0261793)	-promoter-TSS (FBgn0261793)	-269	FBgn0261793	FBgn0261793	FBtr0333750						NA
AkaaF3Heat_REP1.mLb.clN_peak_2884	chr2R	8336032	8336547	+	21	NA	intron (FBgn0261588, intron 1 of 10)	-intron (FBgn0261588, intron 1 of 10)	8799	FBgn0261588	FBgn0261588	FBtr0339350						NA
AkaaF3Heat_REP1.mLb.clN_peak_5874	chr3L	8197805	8197916	+	21	NA	promoter-TSS (FBgn0035854)	-promoter-TSS (FBgn0035854)	127	FBgn0035853	FBgn0035853	FBtr0332139						NA
AkaaF3Heat_REP1.mLb.clN_peak_6183	chr3L	11215412	11215815	+	21	NA	promoter-TSS (FBgn0261553)	-promoter-TSS (FBgn0261553)	-166	FBgn0261553	FBgn0261553	FBtr0345849						NA
AkaaF3Heat_REP1.mLb.clN_peak_2279	chr2L	22536479	22536920	+	21	NA	promoter-TSS (FBgn0064225)	-promoter-TSS (FBgn0064225)	185	FBgn0064225	FBgn0064225	FBtr0332633						NA
AkaaF3Heat_REP1.mLb.clN_peak_5809	chr3L	7573660	7574188	+	21	NA	Intergenic	Intergenic	-9530	FBgn0035799	FBgn0035799	FBtr0076801						NA
AkaaF3Heat_REP1.mLb.clN_peak_12398	chrX	12661567	12661794	+	21	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	1146	FBgn0011837	FBgn0011837	FBtr0333756						NA
AkaaF3Heat_REP1.mLb.clN_peak_942	chr2L	9497362	9497503	+	21	NA	intron (FBgn0032120, intron 2 of 15)	-intron (FBgn0032120, intron 1 of 14)	1958	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF3Heat_REP1.mLb.clN_peak_5782	chr3L	7328316	7329140	+	21	NA	promoter-TSS (FBgn0002909)	-promoter-TSS (FBgn0002909)	114	FBgn0035763	FBgn0035763	FBtr0332734						NA
AkaaF3Heat_REP1.mLb.clN_peak_2930	chr2R	8667684	8667835	+	21	NA	intron (FBgn0263120, intron 2 of 10)	-intron (FBgn0263120, intron 2 of 10)	-7811	FBgn0263120	FBgn0263120	FBtr0100427						NA
AkaaF3Heat_REP1.mLb.clN_peak_6568	chr3L	14665693	14666068	+	21	NA	intron (FBgn0041604, intron 3 of 7)	-intron (FBgn0041604, intron 3 of 7)	-3934	FBgn0267548	FBgn0267548	FBtr0346931						NA
AkaaF3Heat_REP1.mLb.clN_peak_814	chr2L	8162449	8163118	+	21	NA	promoter-TSS (FBgn0031992)	-promoter-TSS (FBgn0031992)	-290	FBgn0264953	FBgn0264953	FBtr0347415						NA
AkaaF3Heat_REP1.mLb.clN_peak_11306	chrX	2296567	2296706	+	21	NA	intron (FBgn0003079, intron 2 of 6)	-intron (FBgn0003079, intron 2 of 6)	1170	FBgn0003079	FBgn0003079	FBtr0344007						NA
AkaaF3Heat_REP1.mLb.clN_peak_60	chr2L	520421	520681	+	21	NA	intron (FBgn0003963, intron 2 of 8)	-intron (FBgn0003963, intron 1 of 7)	-18315	FBgn0267992	FBgn0267992	FBtr0347591						NA
AkaaF3Heat_REP1.mLb.clN_peak_6246	chr3L	11707991	11708268	+	21	NA	promoter-TSS (FBgn0036196)	-promoter-TSS (FBgn0036196)	424	FBgn0036196	FBgn0036196	FBtr0076126						NA
AkaaF3Heat_REP1.mLb.clN_peak_12387	chrX	12579019	12579260	+	21	NA	intron (FBgn0030400, intron 1 of 3)	-intron (FBgn0030400, intron 1 of 3)	4054	FBgn0030400	FBgn0030400	FBtr0331718						NA
AkaaF3Heat_REP1.mLb.clN_peak_6295	chr3L	12179705	12179982	+	21	NA	promoter-TSS (FBgn0027843)	-promoter-TSS (FBgn0027843)	2242	FBgn0027843	FBgn0027843	FBtr0333381						NA
AkaaF3Heat_REP1.mLb.clN_peak_5233	chr3L	2299993	2300409	+	21	NA	exon (FBgn0264002, exon 4 of 4)	-exon (FBgn0264002, exon 4 of 4)	17318	FBgn0264002	FBgn0264002	FBtr0330360						NA
AkaaF3Heat_REP1.mLb.clN_peak_7931	chr3R	5393827	5394595	+	21	NA	intron (FBgn0264712, intron 1 of 4)	-intron (FBgn0264712, intron 1 of 4)	289	FBgn0264712	FBgn0264712	FBtr0333810						NA
AkaaF3Heat_REP1.mLb.clN_peak_12135	chrX	9930920	9931252	+	21	NA	promoter-TSS (FBgn0026415)	-promoter-TSS (FBgn0026415)	-138	FBgn0026415	FBgn0026415	FBtr0343030						NA
AkaaF3Heat_REP1.mLb.clN_peak_4942	chr3L	80173	80421	+	21	NA	Intergenic	Intergenic	-4965	FBgn0035097	FBgn0035097	FBtr0305595						NA
AkaaF3Heat_REP1.mLb.clN_peak_3519	chr2R	13546561	13547045	+	21	NA	exon (FBgn0033853, exon 1 of 4)	-exon (FBgn0033853, exon 1 of 4)	6437	FBgn0053156	FBgn0053156	FBtr0113450						NA
AkaaF3Heat_REP1.mLb.clN_peak_10577	chr3R	30071302	30071678	+	21	NA	intron (FBgn0266411, intron 6 of 11)	-intron (FBgn0266411, intron 6 of 11)	8568	FBgn0266411	FBgn0266411	FBtr0344376						NA
AkaaF3Heat_REP1.mLb.clN_peak_3070	chr2R	9861897	9862006	+	21	NA	promoter-TSS (FBgn0027580)	-promoter-TSS (FBgn0027580)	806	FBgn0265339	FBgn0265339	FBtr0339405						NA
AkaaF3Heat_REP1.mLb.clN_peak_8993	chr3R	14722357	14722603	+	21	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	1781	FBgn0262127	FBgn0262127	FBtr0344383						NA
AkaaF3Heat_REP1.mLb.clN_peak_4205	chr2R	19436887	19437233	+	21	NA	promoter-TSS (FBgn0040273)	-promoter-TSS (FBgn0040273)	199	FBgn0020440	FBgn0020440	FBtr0301883						NA
AkaaF3Heat_REP1.mLb.clN_peak_2147	chr2L	21143085	21143247	+	21	NA	promoter-TSS (FBgn0032919)	-promoter-TSS (FBgn0032919)	-63	FBgn0032919	FBgn0032919	FBtr0081468						NA
AkaaF3Heat_REP1.mLb.clN_peak_4658	chr2R	23155389	23155518	+	21	NA	intron (FBgn0034829, intron 1 of 5)	-intron (FBgn0034829, intron 1 of 5)	1599	FBgn0034829	FBgn0034829	FBtr0071969						NA
AkaaF3Heat_REP1.mLb.clN_peak_147	chr2L	1329390	1329908	+	21	NA	exon (FBgn0011294, exon 2 of 2)	-exon (FBgn0011294, exon 2 of 2)	488	FBgn0011294	FBgn0011294	FBtr0077922						NA
AkaaF3Heat_REP1.mLb.clN_peak_9589	chr3R	20387424	20387593	+	21	NA	exon (FBgn0262869, exon 13 of 20)	-exon (FBgn0262869, exon 13 of 20)	20363	FBgn0038795	FBgn0038795	FBtr0083894						NA
AkaaF3Heat_REP1.mLb.clN_peak_10993	chr4	1198771	1199536	+	21	NA	exon (FBgn0263112, exon 1 of 9)	-exon (FBgn0263112, exon 1 of 9)	295	FBgn0263112	FBgn0263112	FBtr0307329						NA
AkaaF3Heat_REP1.mLb.clN_peak_2771	chr2R	7478749	7479092	+	21	NA	TTS (FBgn0259745)	-TTS (FBgn0259745)	-4261	FBgn0010548	FBgn0010548	FBtr0300481						NA
AkaaF3Heat_REP1.mLb.clN_peak_4300	chr2R	20129132	20129344	+	21	NA	Intergenic	Intergenic	7924	FBgn0265845	FBgn0265845	FBtr0342689						NA
AkaaF3Heat_REP1.mLb.clN_peak_941	chr2L	9493848	9494806	+	21	NA	exon (FBgn0004868, exon 1 of 3)	-exon (FBgn0004868, exon 1 of 3)	549	FBgn0004868	FBgn0004868	FBtr0345433						NA
AkaaF3Heat_REP1.mLb.clN_peak_9974	chr3R	24055223	24057436	+	21	NA	exon (FBgn0001230, exon 1 of 1)	-exon (FBgn0001230, exon 1 of 1)	981	FBgn0001230	FBgn0001230	FBtr0084589						NA
AkaaF3Heat_REP1.mLb.clN_peak_11329	chrX	2443787	2444034	+	21	NA	promoter-TSS (FBgn0003714)	-promoter-TSS (FBgn0003714)	66	FBgn0003714	FBgn0003714	FBtr0070459						NA
AkaaF3Heat_REP1.mLb.clN_peak_10594	chr3R	30191149	30191447	+	21	NA	promoter-TSS (FBgn0039754)	-promoter-TSS (FBgn0039754)	-46	FBgn0039754	FBgn0039754	FBtr0346162						NA
AkaaF3Heat_REP1.mLb.clN_peak_4806	chr2R	24334093	24334642	+	21	NA	promoter-TSS (FBgn0005638)	-promoter-TSS (FBgn0005638)	-265	FBgn0005638	FBgn0005638	FBtr0072272						NA
AkaaF3Heat_REP1.mLb.clN_peak_7333	chr3L	21348905	21349411	+	21	NA	exon (FBgn0037076, exon 1 of 3)	-exon (FBgn0037076, exon 1 of 3)	130	FBgn0037076	FBgn0037076	FBtr0305306						NA
AkaaF3Heat_REP1.mLb.clN_peak_4377	chr2R	20712370	20713119	+	21	NA	intron (FBgn0040726, intron 1 of 7)	-intron (FBgn0040726, intron 1 of 7)	-9851	FBgn0265871	FBgn0265871	FBtr0342720						NA
AkaaF3Heat_REP1.mLb.clN_peak_6973	chr3L	18274103	18274677	+	21	NA	Intergenic	Intergenic	19872	FBgn0036784	FBgn0036784	FBtr0075132						NA
AkaaF3Heat_REP1.mLb.clN_peak_2853	chr2R	8082955	8083584	+	21	NA	promoter-TSS (FBgn0025469)	-promoter-TSS (FBgn0025469)	88	FBgn0025469	FBgn0025469	FBtr0339280						NA
AkaaF3Heat_REP1.mLb.clN_peak_6706	chr3L	15967838	15968316	+	21	NA	promoter-TSS (FBgn0036549)	-promoter-TSS (FBgn0036549)	-127	FBgn0036549	FBgn0036549	FBtr0075512						NA
AkaaF3Heat_REP1.mLb.clN_peak_6899	chr3L	17653260	17653848	+	21	NA	intron (FBgn0052179, intron 1 of 1)	-intron (FBgn0052179, intron 1 of 1)	726	FBgn0052177	FBgn0052177	FBtr0075210						NA
AkaaF3Heat_REP1.mLb.clN_peak_1153	chr2L	11963228	11964001	+	21	NA	intron (FBgn0263019, intron 1 of 1)	-intron (FBgn0263019, intron 1 of 2)	7480	FBgn0263019	FBgn0263019	FBtr0306899						NA
AkaaF3Heat_REP1.mLb.clN_peak_7567	chr3L	22909260	22909613	+	21	NA	exon (FBgn0267221, exon 1 of 1)	-exon (FBgn0267221, exon 1 of 1)	118	FBgn0267221	FBgn0267221	FBtr0346394						NA
AkaaF3Heat_REP1.mLb.clN_peak_7643	chr3L	25230030	25230201	+	21	NA	Intergenic	Intergenic	28173	FBgn0058354	FBgn0058354	FBtr0302346						NA
AkaaF3Heat_REP1.mLb.clN_peak_11885	chrX	7391478	7391876	+	21	NA	intron (FBgn0265457, intron 1 of 4)	-intron (FBgn0029941, intron 1 of 6)	-8687	FBgn0261849	FBgn0261849	FBtr0303417						NA
AkaaF3Heat_REP1.mLb.clN_peak_8714	chr3R	12010402	12010809	+	21	NA	promoter-TSS (FBgn0037978)	-promoter-TSS (FBgn0037978)	-167	FBgn0037979	FBgn0037979	FBtr0113224						NA
AkaaF3Heat_REP1.mLb.clN_peak_11644	chrX	4956075	4956198	+	21	NA	TTS (FBgn0004368)	-TTS (FBgn0004368)	4992	FBgn0061196	FBgn0061196	FBtr0479779						NA
AkaaF3Heat_REP1.mLb.clN_peak_6607	chr3L	14942849	14943028	+	21	NA	TTS (FBgn0040809)	-TTS (FBgn0040809)	1393	FBgn0040809	FBgn0040809	FBtr0075674						NA
AkaaF3Heat_REP1.mLb.clN_peak_12578	chrX	14200124	14200424	+	21	NA	promoter-TSS (FBgn0030545)	-promoter-TSS (FBgn0030545)	96	FBgn0030545	FBgn0030545	FBtr0073899						NA
AkaaF3Heat_REP1.mLb.clN_peak_9961	chr3R	23891065	23891187	+	21	NA	promoter-TSS (FBgn0013347)	-promoter-TSS (FBgn0013347)	-66	FBgn0013347	FBgn0013347	FBtr0084526						NA
AkaaF3Heat_REP1.mLb.clN_peak_10059	chr3R	25127072	25127543	+	21	NA	promoter-TSS (FBgn0039280)	-promoter-TSS (FBgn0039280)	52	FBgn0260229	FBgn0260229	FBtr0300637						NA
AkaaF3Heat_REP1.mLb.clN_peak_4917	chr2R	25160684	25160961	+	21	NA	Intergenic	Intergenic	-6837	FBgn0054038	FBgn0054038	FBtr0307197						NA
AkaaF3Heat_REP1.mLb.clN_peak_12394	chrX	12631531	12631870	+	21	NA	promoter-TSS (FBgn0030412)	-promoter-TSS (FBgn0030412)	1822	FBgn0030411	FBgn0030411	FBtr0073675						NA
AkaaF3Heat_REP1.mLb.clN_peak_13068	chrX	18634801	18634958	+	21	NA	promoter-TSS (FBgn0030941)	-promoter-TSS (FBgn0030941)	29	FBgn0030941	FBgn0030941	FBtr0342843						NA
AkaaF3Heat_REP1.mLb.clN_peak_2461	chr2R	5604762	5604932	+	21	NA	promoter-TSS (FBgn0039969)	-promoter-TSS (FBgn0039969)	-230	FBgn0039969	FBgn0039969	FBtr0273210						NA
AkaaF3Heat_REP1.mLb.clN_peak_5496	chr3L	4626734	4627285	+	21	NA	promoter-TSS (FBgn0262733)	-promoter-TSS (FBgn0262733)	-106	FBgn0266987	FBgn0266987	FBtr0345903						NA
AkaaF3Heat_REP1.mLb.clN_peak_11291	chrX	2145244	2146397	+	21	NA	TTS (FBgn0023507)	-TTS (FBgn0023507)	457	FBgn0004654	FBgn0004654	FBtr0331410						NA
AkaaF3Heat_REP1.mLb.clN_peak_10387	chr3R	28326246	28327065	+	21	NA	promoter-TSS (FBgn0261618)	-promoter-TSS (FBgn0261618)	8886	FBgn0261618	FBgn0261618	FBtr0301180						NA
AkaaF3Heat_REP1.mLb.clN_peak_8831	chr3R	13150590	13151039	+	21	NA	intron (FBgn0266578, intron 2 of 2)	-intron (FBgn0038118, intron 11 of 17)	4873	FBgn0266578	FBgn0266578	FBtr0344731						NA
AkaaF3Heat_REP1.mLb.clN_peak_11963	chrX	8090999	8091603	+	21	NA	intron (FBgn0029996, intron 1 of 1)	-intron (FBgn0029996, intron 1 of 1)	812	FBgn0029996	FBgn0029996	FBtr0071112						NA
AkaaF3Heat_REP1.mLb.clN_peak_2769	chr2R	7458737	7458941	+	21	NA	promoter-TSS (FBgn0025885)	-promoter-TSS (FBgn0025885)	35	FBgn0025885	FBgn0025885	FBtr0089329						NA
AkaaF3Heat_REP1.mLb.clN_peak_12545	chrX	13935896	13936171	+	21	NA	intron (FBgn0267033, intron 1 of 7)	-intron (FBgn0267033, intron 3 of 10)	-19203	FBgn0030536	FBgn0030536	FBtr0073854						NA
AkaaF3Heat_REP1.mLb.clN_peak_8494	chr3R	9747218	9747741	+	21	NA	promoter-TSS (FBgn0005777)	-promoter-TSS (FBgn0005777)	265	FBgn0037739	FBgn0037739	FBtr0345176						NA
AkaaF3Heat_REP1.mLb.clN_peak_1472	chr2L	15039419	15039767	+	21	NA	promoter-TSS (FBgn0001977)	-promoter-TSS (FBgn0001977)	105	FBgn0004837	FBgn0004837	FBtr0080700						NA
AkaaF3Heat_REP1.mLb.clN_peak_8436	chr3R	9196067	9196493	+	21	NA	intron (FBgn0003165, intron 8 of 12)	-intron (FBgn0003165, intron 8 of 12)	18763	FBgn0037662	FBgn0037662	FBtr0081972						NA
AkaaF3Heat_REP1.mLb.clN_peak_11165	chrX	1200877	1201145	+	21	NA	exon (FBgn0040358, exon 3 of 3)	-exon (FBgn0040358, exon 3 of 3)	1465	FBgn0040358	FBgn0040358	FBtr0070202						NA
AkaaF3Heat_REP1.mLb.clN_peak_10307	chr3R	27548572	27548900	+	21	NA	exon (FBgn0004387, exon 12 of 12)	-exon (FBgn0004387, exon 12 of 12)	2684	FBgn0046885	FBgn0046885	FBtr0085188						NA
AkaaF3Heat_REP1.mLb.clN_peak_8667	chr3R	11619462	11620052	+	21	NA	promoter-TSS (FBgn0037920)	-promoter-TSS (FBgn0037920)	149	FBgn0051363	FBgn0051363	FBtr0335232						NA
AkaaF3Heat_REP1.mLb.clN_peak_6200	chr3L	11298046	11298326	+	21	NA	Intergenic	Intergenic	-2267	FBgn0036152	FBgn0036152	FBtr0333389						NA
AkaaF3Heat_REP1.mLb.clN_peak_8983	chr3R	14625191	14626085	+	21	NA	promoter-TSS (FBgn0013981)	-promoter-TSS (FBgn0013981)	65	FBgn0003169	FBgn0003169	FBtr0334030						NA
AkaaF3Heat_REP1.mLb.clN_peak_3694	chr2R	14964508	14964827	+	21	NA	intron (FBgn0033987, intron 1 of 5)	-intron (FBgn0033987, intron 1 of 5)	-11255	FBgn0033987	FBgn0033987	FBtr0345947						NA
AkaaF3Heat_REP1.mLb.clN_peak_7610	chr3L	24057655	24057991	+	21	NA	Intergenic	Intergenic	-16357	FBgn0011288	FBgn0011288	FBtr0304625						NA
AkaaF3Heat_REP1.mLb.clN_peak_12459	chrX	13159483	13159825	+	21	NA	promoter-TSS (FBgn0030457)	-promoter-TSS (FBgn0030457)	-146	FBgn0025463	FBgn0025463	FBtr0073741						NA
AkaaF3Heat_REP1.mLb.clN_peak_7854	chr3R	4902087	4902265	+	21	NA	Intergenic	Intergenic	-4446	FBgn0004913	FBgn0004913	FBtr0100159						NA
AkaaF3Heat_REP1.mLb.clN_peak_3770	chr2R	15610929	15611275	+	21	NA	Intergenic	Intergenic	-2752	FBgn0260429	FBgn0260429	FBtr0340006						NA
AkaaF3Heat_REP1.mLb.clN_peak_12137	chrX	9958773	9958936	+	21	NA	Intergenic	Intergenic	6024	FBgn0030163	FBgn0030163	FBtr0336907						NA
AkaaF3Heat_REP1.mLb.clN_peak_8507	chr3R	9925261	9925711	+	21	NA	intron (FBgn0287598, intron 1 of 6)	-intron (FBgn0267336, intron 1 of 6)	-46988	FBgn0266389	FBgn0266389	FBtr0344328						NA
AkaaF3Heat_REP1.mLb.clN_peak_8530	chr3R	10112206	10112643	+	21	NA	promoter-TSS (FBgn0037788)	-promoter-TSS (FBgn0037788)	-122	FBgn0037788	FBgn0037788	FBtr0344392						NA
AkaaF3Heat_REP1.mLb.clN_peak_11533	chrX	4049793	4050171	+	21	NA	promoter-TSS (FBgn0267038)	-promoter-TSS (FBgn0267038)	-778	FBgn0267038	FBgn0267038	FBtr0346012						NA
AkaaF3Heat_REP1.mLb.clN_peak_12401	chrX	12669759	12669892	+	21	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	9291	FBgn0011837	FBgn0011837	FBtr0333756						NA
AkaaF3Heat_REP1.mLb.clN_peak_1614	chr2L	16352171	16353122	+	21	NA	promoter-TSS (FBgn0028506)	-promoter-TSS (FBgn0028506)	-18	FBgn0087041	FBgn0087041	FBtr0273183						NA
AkaaF3Heat_REP1.mLb.clN_peak_5216	chr3L	2163080	2164078	+	21	NA	intron (FBgn0035308, intron 1 of 9)	-intron (FBgn0035308, intron 1 of 9)	284	FBgn0035308	FBgn0035308	FBtr0333452						NA
AkaaF3Heat_REP1.mLb.clN_peak_376	chr2L	3779772	3780056	+	21	NA	exon (FBgn0004893, exon 3 of 4)	-exon (FBgn0004893, exon 3 of 4)	-5033	FBgn0051960	FBgn0051960	FBtr0077494						NA
AkaaF3Heat_REP1.mLb.clN_peak_7064	chr3L	19092597	19092913	+	21	NA	promoter-TSS (FBgn0036846)	-promoter-TSS (FBgn0036846)	85	FBgn0036846	FBgn0036846	FBtr0330090						NA
AkaaF3Heat_REP1.mLb.clN_peak_11646	chrX	4960400	4960708	+	21	NA	exon (FBgn0061196, exon 1 of 1)	-exon (FBgn0061196, exon 1 of 1)	574	FBgn0061196	FBgn0061196	FBtr0479779						NA
AkaaF3Heat_REP1.mLb.clN_peak_10096	chr3R	25460762	25460982	+	21	NA	intron (FBgn0004509, intron 1 of 5)	-intron (FBgn0004509, intron 1 of 11)	12186	FBgn0004509	FBgn0004509	FBtr0336806						NA
AkaaF3Heat_REP1.mLb.clN_peak_9098	chr3R	15761601	15761837	+	21	NA	Intergenic	Intergenic	-1396	FBgn0038356	FBgn0038356	FBtr0083169						NA
AkaaF3Heat_REP1.mLb.clN_peak_6389	chr3L	13150695	13151190	+	21	NA	Intergenic	Intergenic	14673	FBgn0053262	FBgn0053262	FBtr0302393						NA
AkaaF3Heat_REP1.mLb.clN_peak_833	chr2L	8385699	8385990	+	21	NA	promoter-TSS (FBgn0032036)	-promoter-TSS (FBgn0032036)	-295	FBgn0032036	FBgn0032036	FBtr0303471						NA
AkaaF3Heat_REP1.mLb.clN_peak_11117	chrX	881132	881789	+	21	NA	exon (FBgn0264449, exon 2 of 11)	-exon (FBgn0264449, exon 2 of 11)	5728	FBgn0040341	FBgn0040341	FBtr0070163						NA
AkaaF3Heat_REP1.mLb.clN_peak_7409	chr3L	21899562	21899797	+	21	NA	intron (FBgn0262737, intron 2 of 10)	-intron (FBgn0262737, intron 1 of 8)	5183	FBgn0267621	FBgn0267621	FBtr0347072						NA
AkaaF3Heat_REP1.mLb.clN_peak_11788	chrX	6423700	6423816	+	21	NA	exon (FBgn0259242, exon 9 of 9)	-exon (FBgn0259242, exon 9 of 9)	-4324	FBgn0053668	FBgn0053668	FBtr0302418						NA
AkaaF3Heat_REP1.mLb.clN_peak_2879	chr2R	8292181	8292712	+	21	NA	Intergenic	Intergenic	-12049	FBgn0265640	FBgn0265640	FBtr0340506						NA
AkaaF3Heat_REP1.mLb.clN_peak_2478	chr2R	5708931	5709070	+	21	NA	exon (FBgn0267978, exon 5 of 8)	-exon (FBgn0267978, exon 5 of 8)	6888	FBgn0259978	FBgn0259978	FBtr0307532						NA
AkaaF3Heat_REP1.mLb.clN_peak_10872	chr4	376061	376518	+	21	NA	TTS (FBgn0039904)	-TTS (FBgn0039904)	-4435	FBgn0266618	FBgn0266618	FBtr0344901						NA
AkaaF3Heat_REP1.mLb.clN_peak_2079	chr2L	20757810	20758840	+	21	NA	promoter-TSS (FBgn0032883)	-promoter-TSS (FBgn0032883)	181	FBgn0011202	FBgn0011202	FBtr0335145						NA
AkaaF3Heat_REP1.mLb.clN_peak_5100	chr3L	1247809	1248069	+	21	NA	promoter-TSS (FBgn0283500)	-promoter-TSS (FBgn0283500)	122	FBgn0283500	FBgn0283500	FBtr0303217						NA
AkaaF3Heat_REP1.mLb.clN_peak_8522	chr3R	10081688	10081854	+	21	NA	Intergenic	Intergenic	-1610	FBgn0266414	FBgn0266414	FBtr0344594						NA
AkaaF3Heat_REP1.mLb.clN_peak_7957	chr3R	5659062	5659960	+	21	NA	promoter-TSS (FBgn0264902)	-promoter-TSS (FBgn0264902)	34	FBgn0264902	FBgn0264902	FBtr0334945						NA
AkaaF3Heat_REP1.mLb.clN_peak_8751	chr3R	12279124	12279244	+	21	NA	intron (FBgn0003651, intron 1 of 4)	-intron (FBgn0003651, intron 1 of 4)	-1968	FBgn0003651	FBgn0003651	FBtr0479795						NA
AkaaF3Heat_REP1.mLb.clN_peak_5898	chr3L	8525224	8525995	+	21	NA	promoter-TSS (FBgn0035907)	-promoter-TSS (FBgn0035907)	365	FBgn0024236	FBgn0024236	FBtr0345601						NA
AkaaF3Heat_REP1.mLb.clN_peak_6219	chr3L	11428428	11428630	+	21	NA	Intergenic	Intergenic	3371	FBgn0036157	FBgn0036157	FBtr0076173						NA
AkaaF3Heat_REP1.mLb.clN_peak_916	chr2L	9166300	9167243	+	21	NA	promoter-TSS (FBgn0032101)	-promoter-TSS (FBgn0032101)	-7	FBgn0041092	FBgn0041092	FBtr0304974						NA
AkaaF3Heat_REP1.mLb.clN_peak_3977	chr2R	17580389	17581601	+	21	NA	exon (FBgn0034246, exon 3 of 8)	-exon (FBgn0034246, exon 3 of 8)	530	FBgn0034246	FBgn0034246	FBtr0340217						NA
AkaaF3Heat_REP1.mLb.clN_peak_6313	chr3L	12391390	12391767	+	21	NA	promoter-TSS (FBgn0036279)	-promoter-TSS (FBgn0036279)	-134	FBgn0036279	FBgn0036279	FBtr0333840						NA
AkaaF3Heat_REP1.mLb.clN_peak_11350	chrX	2619715	2619965	+	21	NA	promoter-TSS (FBgn0040336)	-promoter-TSS (FBgn0040336)	41	FBgn0040336	FBgn0040336	FBtr0070442						NA
AkaaF3Heat_REP1.mLb.clN_peak_13241	chrX	19978040	19978301	+	21	NA	Intergenic	Intergenic	16873	FBgn0031081	FBgn0031081	FBtr0307555						NA
AkaaF3Heat_REP1.mLb.clN_peak_5283	chr3L	2723279	2723404	+	21	NA	exon (FBgn0052296, exon 5 of 5)	-exon (FBgn0052296, exon 5 of 5)	-11651	FBgn0264606	FBgn0264606	FBtr0333632						NA
AkaaF3Heat_REP1.mLb.clN_peak_5647	chr3L	6181893	6182109	+	21	NA	promoter-TSS (FBgn0035690)	-promoter-TSS (FBgn0035690)	-172	FBgn0035690	FBgn0035690	FBtr0113149						NA
AkaaF3Heat_REP1.mLb.clN_peak_6164	chr3L	11070485	11070682	+	21	NA	promoter-TSS (FBgn0263241)	-promoter-TSS (FBgn0263241)	57	FBgn0263241	FBgn0263241	FBtr0076205						NA
AkaaF3Heat_REP1.mLb.clN_peak_2474	chr2R	5697629	5698081	+	21	NA	promoter-TSS (FBgn0287767)	-promoter-TSS (FBgn0287767)	-603	FBgn0287767	FBgn0287767	FBtr0345358						NA
AkaaF3Heat_REP1.mLb.clN_peak_9640	chr3R	20829832	20830657	+	21	NA	promoter-TSS (FBgn0051223)	-promoter-TSS (FBgn0051223)	336	FBgn0027493	FBgn0027493	FBtr0083991						NA
AkaaF3Heat_REP1.mLb.clN_peak_841	chr2L	8463823	8464491	+	21	NA	promoter-TSS (FBgn0285971)	-promoter-TSS (FBgn0285971)	-331	FBgn0285971	FBgn0285971	FBtr0332008						NA
AkaaF3Heat_REP1.mLb.clN_peak_10578	chr3R	30095623	30096251	+	21	NA	intron (FBgn0266411, intron 7 of 7)	-intron (FBgn0266411, intron 7 of 11)	-11060	FBgn0267781	FBgn0267781	FBtr0347346						NA
