PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP2.mLb.clN_peak_2603	chr2R	10142268	10142576	+	23	NA	promoter-TSS (FBgn0033491)	-promoter-TSS (FBgn0033491)	84	FBgn0033491	FBgn0033491	FBtr0088332						NA
ManzF3Heat_REP2.mLb.clN_peak_11071	chrX	19396777	19397090	+	23	NA	intron (FBgn0031016, intron 3 of 7)	-intron (FBgn0031016, intron 2 of 5)	43752	FBgn0031016	FBgn0031016	FBtr0309224						NA
ManzF3Heat_REP2.mLb.clN_peak_3029	chr2R	14140394	14141430	+	23	NA	promoter-TSS (FBgn0040752)	-promoter-TSS (FBgn0040752)	-10	FBgn0040752	FBgn0040752	FBtr0339765						NA
ManzF3Heat_REP2.mLb.clN_peak_3538	chr2R	19436956	19437192	+	23	NA	promoter-TSS (FBgn0040273)	-promoter-TSS (FBgn0040273)	185	FBgn0020440	FBgn0020440	FBtr0301883						NA
ManzF3Heat_REP2.mLb.clN_peak_3049	chr2R	14289450	14290269	+	23	NA	intron (FBgn0263397, intron 1 of 12)	-intron (FBgn0263397, intron 2 of 13)	1722	FBgn0263397	FBgn0263397	FBtr0100372						NA
ManzF3Heat_REP2.mLb.clN_peak_10850	chrX	17209740	17209954	+	23	NA	TTS (FBgn0052563)	-TTS (FBgn0052563)	150	FBgn0030826	FBgn0030826	FBtr0074402						NA
ManzF3Heat_REP2.mLb.clN_peak_4588	chr3L	4403374	4403651	+	23	NA	promoter-TSS (FBgn0035540)	-promoter-TSS (FBgn0035540)	25	FBgn0035540	FBgn0035540	FBtr0330179						NA
ManzF3Heat_REP2.mLb.clN_peak_9494	chrX	2135557	2135719	+	23	NA	intron (FBgn0004861, intron 1 of 4)	-intron (FBgn0004861, intron 1 of 4)	2733	FBgn0004861	FBgn0004861	FBtr0345598						NA
ManzF3Heat_REP2.mLb.clN_peak_10508	chrX	13386926	13387446	+	23	NA	promoter-TSS (FBgn0030481)	-promoter-TSS (FBgn0030481)	231	FBgn0026749	FBgn0026749	FBtr0100168						NA
ManzF3Heat_REP2.mLb.clN_peak_4440	chr3L	2765932	2766589	+	23	NA	promoter-TSS (FBgn0035370)	-promoter-TSS (FBgn0035370)	-739	FBgn0035370	FBgn0035370	FBtr0072969						NA
ManzF3Heat_REP2.mLb.clN_peak_9139	chr4	395834	396691	+	23	NA	promoter-TSS (FBgn0262636)	-promoter-TSS (FBgn0262636)	866	FBgn0264819	FBgn0264819	FBtr0334480						NA
ManzF3Heat_REP2.mLb.clN_peak_6837	chr3R	6683338	6683849	+	23	NA	promoter-TSS (FBgn0000552)	-promoter-TSS (FBgn0000552)	-852	FBgn0000552	FBgn0000552	FBtr0081688						NA
ManzF3Heat_REP2.mLb.clN_peak_10140	chrX	8924808	8925113	+	23	NA	promoter-TSS (FBgn0261549)	-promoter-TSS (FBgn0261549)	-224	FBgn0261549	FBgn0261549	FBtr0302664						NA
ManzF3Heat_REP2.mLb.clN_peak_5590	chr3L	15588834	15589174	+	23	NA	promoter-TSS (FBgn0036516)	-promoter-TSS (FBgn0036516)	144	FBgn0036518	FBgn0036518	FBtr0332093						NA
ManzF3Heat_REP2.mLb.clN_peak_1906	chr2L	22143887	22144335	+	23	NA	exon (FBgn0261802, exon 4 of 8)	-exon (FBgn0261802, exon 4 of 8)	-7643	FBgn0083973	FBgn0083973	FBtr0303249						NA
ManzF3Heat_REP2.mLb.clN_peak_6589	chr3R	4811860	4812079	+	23	NA	exon (FBgn0037279, exon 1 of 5)	-exon (FBgn0037279, exon 1 of 5)	127	FBgn0026417	FBgn0026417	FBtr0334904						NA
ManzF3Heat_REP2.mLb.clN_peak_499	chr2L	6100326	6100685	+	23	NA	exon (FBgn0266521, exon 1 of 7)	-exon (FBgn0266521, exon 1 of 7)	128	FBgn0266521	FBgn0266521	FBtr0304908						NA
ManzF3Heat_REP2.mLb.clN_peak_4868	chr3L	7471677	7472320	+	23	NA	exon (FBgn0035788, exon 1 of 1)	-exon (FBgn0035788, exon 1 of 1)	439	FBgn0035788	FBgn0035788	FBtr0076862						NA
ManzF3Heat_REP2.mLb.clN_peak_474	chr2L	5823781	5824076	+	23	NA	promoter-TSS (FBgn0085410)	-promoter-TSS (FBgn0085410)	-76	FBgn0085410	FBgn0085410	FBtr0342612						NA
ManzF3Heat_REP2.mLb.clN_peak_3212	chr2R	16102635	16103394	+	23	NA	promoter-TSS (FBgn0014020)	-promoter-TSS (FBgn0014020)	-83	FBgn0014020	FBgn0014020	FBtr0087217						NA
ManzF3Heat_REP2.mLb.clN_peak_10994	chrX	18647075	18647601	+	23	NA	promoter-TSS (FBgn0030943)	-promoter-TSS (FBgn0030943)	229	FBgn0027335	FBgn0027335	FBtr0301545						NA
ManzF3Heat_REP2.mLb.clN_peak_4986	chr3L	8740684	8741428	+	23	NA	intron (FBgn0003149, intron 4 of 8)	-intron (FBgn0003149, intron 4 of 8)	-2149	FBgn0003149	FBgn0003149	FBtr0076594						NA
ManzF3Heat_REP2.mLb.clN_peak_5187	chr3L	11119608	11120175	+	23	NA	promoter-TSS (FBgn0036135)	-promoter-TSS (FBgn0036135)	892	FBgn0036134	FBgn0036134	FBtr0332654						NA
ManzF3Heat_REP2.mLb.clN_peak_6013	chr3L	20140597	20140822	+	23	NA	promoter-TSS (FBgn0036942)	-promoter-TSS (FBgn0036942)	-102	FBgn0036942	FBgn0036942	FBtr0074864						NA
ManzF3Heat_REP2.mLb.clN_peak_9465	chrX	1889936	1890226	+	23	NA	promoter-TSS (FBgn0023519)	-promoter-TSS (FBgn0023519)	-131	FBgn0023518	FBgn0023518	FBtr0070363						NA
ManzF3Heat_REP2.mLb.clN_peak_10894	chrX	17698733	17699366	+	23	NA	promoter-TSS (FBgn0263258)	-promoter-TSS (FBgn0263258)	3728	FBgn0030863	FBgn0030863	FBtr0074476						NA
ManzF3Heat_REP2.mLb.clN_peak_6761	chr3R	6221950	6223419	+	23	NA	promoter-TSS (FBgn0037412)	-promoter-TSS (FBgn0037412)	-903	FBgn0037412	FBgn0037412	FBtr0334866						NA
ManzF3Heat_REP2.mLb.clN_peak_9068	chr3R	31812256	31812605	+	23	NA	promoter-TSS (FBgn0266268)	-promoter-TSS (FBgn0266268)	-179	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF3Heat_REP2.mLb.clN_peak_3673	chr2R	20666643	20667345	+	23	NA	TTS (FBgn0000615)	-TTS (FBgn0000615)	-1355	FBgn0034542	FBgn0034542	FBtr0086245						NA
ManzF3Heat_REP2.mLb.clN_peak_761	chr2L	9129495	9129661	+	23	NA	intron (FBgn0052982, intron 2 of 6)	-intron (FBgn0052982, intron 2 of 8)	3841	FBgn0052982	FBgn0052982	FBtr0330218						NA
ManzF3Heat_REP2.mLb.clN_peak_8725	chr3R	28569479	28569645	+	23	NA	Intergenic	Intergenic	15550	FBgn0000659	FBgn0000659	FBtr0345227						NA
ManzF3Heat_REP2.mLb.clN_peak_10757	chrX	16147657	16147907	+	23	NA	exon (FBgn0285879, exon 1 of 4)	-exon (FBgn0285879, exon 1 of 4)	-23450	FBgn0285879	FBgn0285879	FBtr0310301						NA
ManzF3Heat_REP2.mLb.clN_peak_7274	chr3R	11562070	11562361	+	23	NA	promoter-TSS (FBgn0037912)	-promoter-TSS (FBgn0037912)	1077	FBgn0037912	FBgn0037912	FBtr0100464						NA
ManzF3Heat_REP2.mLb.clN_peak_2861	chr2R	12652530	12652830	+	23	NA	promoter-TSS (FBgn0033762)	-promoter-TSS (FBgn0033762)	-125	FBgn0033762	FBgn0033762	FBtr0087845						NA
ManzF3Heat_REP2.mLb.clN_peak_6074	chr3L	20809195	20809856	+	23	NA	promoter-TSS (FBgn0037027)	-promoter-TSS (FBgn0037027)	-144	FBgn0037027	FBgn0037027	FBtr0331526						NA
ManzF3Heat_REP2.mLb.clN_peak_1242	chr2L	15038697	15038885	+	23	NA	promoter-TSS (FBgn0004837)	-promoter-TSS (FBgn0004837)	70	FBgn0001977	FBgn0001977	FBtr0080725						NA
ManzF3Heat_REP2.mLb.clN_peak_11460	chrX	23089048	23089573	+	23	NA	exon (FBgn0039945, exon 2 of 4)	-exon (FBgn0039945, exon 2 of 4)	-1014	FBgn0263457	FBgn0263457	FBtr0309315						NA
ManzF3Heat_REP2.mLb.clN_peak_7906	chr3R	19067334	19067865	+	23	NA	intron (FBgn0004876, intron 2 of 8)	-intron (FBgn0004876, intron 2 of 7)	9579	FBgn0267708	FBgn0267708	FBtr0347247						NA
ManzF3Heat_REP2.mLb.clN_peak_7081	chr3R	9071983	9072645	+	23	NA	exon (FBgn0003165, exon 11 of 13)	-exon (FBgn0003165, exon 11 of 13)	7131	FBgn0037661	FBgn0037661	FBtr0081971						NA
ManzF3Heat_REP2.mLb.clN_peak_809	chr2L	9616784	9616989	+	23	NA	promoter-TSS (FBgn0032135)	-promoter-TSS (FBgn0032135)	50	FBgn0032135	FBgn0032135	FBtr0079842						NA
ManzF3Heat_REP2.mLb.clN_peak_5652	chr3L	16350017	16350241	+	23	NA	TTS (FBgn0052357)	-TTS (FBgn0052357)	212	FBgn0052357	FBgn0052357	FBtr0075380						NA
ManzF3Heat_REP2.mLb.clN_peak_5751	chr3L	17420284	17420406	+	23	NA	intron (FBgn0027660, intron 1 of 5)	-intron (FBgn0027660, intron 1 of 5)	4872	FBgn0266669	FBgn0266669	FBtr0075231						NA
ManzF3Heat_REP2.mLb.clN_peak_902	chr2L	11065296	11065803	+	23	NA	intron (FBgn0032330, intron 1 of 6)	-intron (FBgn0032330, intron 1 of 6)	-5478	FBgn0032335	FBgn0032335	FBtr0080193						NA
ManzF3Heat_REP2.mLb.clN_peak_8240	chr3R	22750568	22750936	+	23	NA	promoter-TSS (FBgn0039025)	-promoter-TSS (FBgn0039025)	-149	FBgn0039026	FBgn0039026	FBtr0344297						NA
ManzF3Heat_REP2.mLb.clN_peak_5460	chr3L	14352259	14353048	+	23	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	17054	FBgn0036421	FBgn0036421	FBtr0333022						NA
ManzF3Heat_REP2.mLb.clN_peak_1080	chr2L	13373557	13374184	+	23	NA	promoter-TSS (FBgn0032513)	-promoter-TSS (FBgn0032513)	20	FBgn0032512	FBgn0032512	FBtr0342639						NA
ManzF3Heat_REP2.mLb.clN_peak_8231	chr3R	22633067	22633309	+	23	NA	promoter-TSS (FBgn0020278)	-promoter-TSS (FBgn0020278)	3268	FBgn0020278	FBgn0020278	FBtr0084273						NA
ManzF3Heat_REP2.mLb.clN_peak_4946	chr3L	8289583	8289932	+	23	NA	promoter-TSS (FBgn0027569)	-promoter-TSS (FBgn0027569)	-279	FBgn0027569	FBgn0027569	FBtr0076717						NA
ManzF3Heat_REP2.mLb.clN_peak_1441	chr2L	17471754	17471974	+	23	NA	intron (FBgn0032640, intron 1 of 1)	-intron (FBgn0000183, intron 1 of 7)	261	FBgn0032640	FBgn0032640	FBtr0305683						NA
ManzF3Heat_REP2.mLb.clN_peak_4305	chr3L	1449293	1449559	+	23	NA	intron (FBgn0267487, intron 3 of 7)	-intron (FBgn0267487, intron 3 of 7)	-11554	FBgn0043865	FBgn0043865	FBtr0301788						NA
ManzF3Heat_REP2.mLb.clN_peak_6165	chr3L	21602072	21602287	+	23	NA	intron (FBgn0261953, intron 1 of 7)	-intron (FBgn0261953, intron 1 of 7)	7582	FBgn0264568	FBgn0264568	FBtr0333469						NA
ManzF3Heat_REP2.mLb.clN_peak_11294	chrX	21388752	21388984	+	23	NA	promoter-TSS (FBgn0020272)	-promoter-TSS (FBgn0020272)	-109	FBgn0020272	FBgn0020272	FBtr0346380						NA
ManzF3Heat_REP2.mLb.clN_peak_7308	chr3R	11876940	11877234	+	23	NA	promoter-TSS (FBgn0003312)	-promoter-TSS (FBgn0003312)	-148	FBgn0003312	FBgn0003312	FBtr0082475						NA
ManzF3Heat_REP2.mLb.clN_peak_4755	chr3L	6218664	6218823	+	23	NA	promoter-TSS (FBgn0002526)	-promoter-TSS (FBgn0002526)	-721	FBgn0002526	FBgn0002526	FBtr0077014						NA
ManzF3Heat_REP2.mLb.clN_peak_3094	chr2R	14799137	14799748	+	23	NA	promoter-TSS (FBgn0001319)	-promoter-TSS (FBgn0001319)	-2415	FBgn0001319	FBgn0001319	FBtr0112810						NA
ManzF3Heat_REP2.mLb.clN_peak_10575	chrX	14170909	14171046	+	23	NA	TTS (FBgn0030538)	-TTS (FBgn0030538)	1385	FBgn0030537	FBgn0030537	FBtr0304579						NA
ManzF3Heat_REP2.mLb.clN_peak_10434	chrX	12653677	12654647	+	23	NA	promoter-TSS (FBgn0015024)	-promoter-TSS (FBgn0015024)	-237	FBgn0015024	FBgn0015024	FBtr0073680						NA
ManzF3Heat_REP2.mLb.clN_peak_7556	chr3R	14722346	14722567	+	23	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	1805	FBgn0262127	FBgn0262127	FBtr0344383						NA
ManzF3Heat_REP2.mLb.clN_peak_5848	chr3L	18292506	18292873	+	23	NA	exon (FBgn0036784, exon 2 of 2)	-exon (FBgn0036784, exon 2 of 2)	1573	FBgn0036784	FBgn0036784	FBtr0075132						NA
ManzF3Heat_REP2.mLb.clN_peak_9299	chrX	487353	487853	+	23	NA	promoter-TSS (FBgn0023536)	-promoter-TSS (FBgn0023536)	-22	FBgn0029525	FBgn0029525	FBtr0070094						NA
ManzF3Heat_REP2.mLb.clN_peak_8430	chr3R	25127187	25127401	+	23	NA	promoter-TSS (FBgn0039280)	-promoter-TSS (FBgn0039280)	65	FBgn0260229	FBgn0260229	FBtr0300637						NA
ManzF3Heat_REP2.mLb.clN_peak_1132	chr2L	13960394	13960635	+	23	NA	intron (FBgn0261514, intron 1 of 4)	-intron (FBgn0261514, intron 1 of 4)	2729	FBgn0261514	FBgn0261514	FBtr0304720						NA
ManzF3Heat_REP2.mLb.clN_peak_7135	chr3R	9784287	9784673	+	23	NA	promoter-TSS (FBgn0037754)	-promoter-TSS (FBgn0037754)	-110	FBgn0002868	FBgn0002868	FBtr0334686						NA
ManzF3Heat_REP2.mLb.clN_peak_4742	chr3L	6075032	6075798	+	23	NA	promoter-TSS (FBgn0035675)	-promoter-TSS (FBgn0035675)	-121	FBgn0035675	FBgn0035675	FBtr0332060						NA
ManzF3Heat_REP2.mLb.clN_peak_5159	chr3L	10854151	10854325	+	23	NA	intron (FBgn0026160, intron 1 of 10)	-intron (FBgn0026160, intron 1 of 10)	-3548	FBgn0266679	FBgn0266679	FBtr0345044						NA
ManzF3Heat_REP2.mLb.clN_peak_2928	chr2R	13303320	13303441	+	23	NA	Intergenic	Intergenic	4385	FBgn0033827	FBgn0033827	FBtr0345663						NA
ManzF3Heat_REP2.mLb.clN_peak_2611	chr2R	10219653	10219940	+	23	NA	intron (FBgn0000448, intron 1 of 8)	-intron (FBgn0000448, intron 1 of 8)	8161	FBgn0284237	FBgn0284237	FBtr0452142						NA
ManzF3Heat_REP2.mLb.clN_peak_4350	chr3L	1913062	1913715	+	23	NA	Intergenic	Intergenic	-3191	FBgn0035290	FBgn0035290	FBtr0310545						NA
ManzF3Heat_REP2.mLb.clN_peak_690	chr2L	8162377	8163118	+	23	NA	promoter-TSS (FBgn0031992)	-promoter-TSS (FBgn0031992)	-295	FBgn0031992	FBgn0031992	FBtr0346463						NA
ManzF3Heat_REP2.mLb.clN_peak_7455	chr3R	13661211	13661774	+	23	NA	promoter-TSS (FBgn0004587)	-promoter-TSS (FBgn0004587)	181	FBgn0004587	FBgn0004587	FBtr0308197						NA
ManzF3Heat_REP2.mLb.clN_peak_3566	chr2R	19728814	19729628	+	23	NA	promoter-TSS (FBgn0050454)	-promoter-TSS (FBgn0050454)	-61	FBgn0050449	FBgn0050449	FBtr0472547						NA
ManzF3Heat_REP2.mLb.clN_peak_8869	chr3R	30058236	30058412	+	23	NA	promoter-TSS (FBgn0266411)	-promoter-TSS (FBgn0266411)	1465	FBgn0085346	FBgn0085346	FBtr0112516						NA
ManzF3Heat_REP2.mLb.clN_peak_7467	chr3R	13794652	13794949	+	23	NA	Intergenic	Intergenic	-3153	FBgn0051588	FBgn0051588	FBtr0082834						NA
ManzF3Heat_REP2.mLb.clN_peak_2247	chr2R	7012117	7012813	+	23	NA	promoter-TSS (FBgn0029507)	-promoter-TSS (FBgn0029507)	-20	FBgn0029506	FBgn0029506	FBtr0336871						NA
ManzF3Heat_REP2.mLb.clN_peak_7604	chr3R	15291727	15292006	+	23	NA	intron (FBgn0003721, intron 1 of 7)	-intron (FBgn0003721, intron 3 of 9)	-1067	FBgn0266745	FBgn0266745	FBtr0345248						NA
ManzF3Heat_REP2.mLb.clN_peak_4738	chr3L	6054896	6055163	+	23	NA	promoter-TSS (FBgn0028980)	-promoter-TSS (FBgn0028980)	-107	FBgn0028980	FBgn0028980	FBtr0333390						NA
ManzF3Heat_REP2.mLb.clN_peak_9385	chrX	1134127	1134311	+	23	NA	exon (FBgn0040397, exon 1 of 5)	-exon (FBgn0040397, exon 1 of 5)	677	FBgn0040397	FBgn0040397	FBtr0331340						NA
ManzF3Heat_REP2.mLb.clN_peak_5766	chr3L	17573915	17574072	+	23	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-7831	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF3Heat_REP2.mLb.clN_peak_7404	chr3R	12961490	12961760	+	23	NA	promoter-TSS (FBgn0087021)	-promoter-TSS (FBgn0087021)	-120	FBgn0087021	FBgn0087021	FBtr0082690						NA
ManzF3Heat_REP2.mLb.clN_peak_6203	chr3L	21953855	21954083	+	23	NA	Intergenic	Intergenic	-1141	FBgn0037144	FBgn0037144	FBtr0078475						NA
ManzF3Heat_REP2.mLb.clN_peak_9221	chr4	1123973	1124443	+	23	NA	promoter-TSS (FBgn0013749)	-promoter-TSS (FBgn0013749)	41	FBgn0013749	FBgn0013749	FBtr0089192						NA
ManzF3Heat_REP2.mLb.clN_peak_9637	chrX	3573568	3573718	+	23	NA	promoter-TSS (FBgn0266429)	-promoter-TSS (FBgn0266429)	-21	FBgn0029672	FBgn0029672	FBtr0333793						NA
ManzF3Heat_REP2.mLb.clN_peak_10669	chrX	15118324	15119019	+	23	NA	Intergenic	Intergenic	-2129	FBgn0030615	FBgn0030615	FBtr0074028						NA
ManzF3Heat_REP2.mLb.clN_peak_9654	chrX	3742008	3743945	+	23	NA	intron (FBgn0283657, intron 1 of 7)	-intron (FBgn0283657, intron 1 of 7)	22969	FBgn0283657	FBgn0283657	FBtr0481732						NA
ManzF3Heat_REP2.mLb.clN_peak_1822	chr2L	21311003	21311261	+	23	NA	intron (FBgn0000370, intron 1 of 4)	-intron (FBgn0000370, intron 1 of 4)	266	FBgn0000370	FBgn0000370	FBtr0332002						NA
ManzF3Heat_REP2.mLb.clN_peak_4328	chr3L	1688630	1688927	+	23	NA	promoter-TSS (FBgn0035260)	-promoter-TSS (FBgn0035260)	-31	FBgn0035260	FBgn0035260	FBtr0303103						NA
ManzF3Heat_REP2.mLb.clN_peak_9947	chrX	6694124	6694719	+	23	NA	exon (FBgn0029893, exon 1 of 2)	-exon (FBgn0029893, exon 1 of 2)	586	FBgn0029893	FBgn0029893	FBtr0339493						NA
ManzF3Heat_REP2.mLb.clN_peak_2061	chr2R	5663126	5663268	+	23	NA	promoter-TSS (FBgn0033029)	-promoter-TSS (FBgn0033029)	25	FBgn0033029	FBgn0033029	FBtr0331970						NA
ManzF3Heat_REP2.mLb.clN_peak_1593	chr2L	19271045	19271161	+	23	NA	intron (FBgn0265079, intron 2 of 2)	-intron (FBgn0265079, intron 2 of 2)	1758	FBgn0265079	FBgn0265079	FBtr0336821						NA
ManzF3Heat_REP2.mLb.clN_peak_2682	chr2R	10871129	10871493	+	23	NA	intron (FBgn0050015, intron 1 of 7)	-intron (FBgn0050015, intron 1 of 7)	4081	FBgn0050016	FBgn0050016	FBtr0088241						NA
ManzF3Heat_REP2.mLb.clN_peak_9414	chrX	1392966	1393309	+	23	NA	promoter-TSS (FBgn0024985)	-promoter-TSS (FBgn0024985)	83	FBgn0024985	FBgn0024985	FBtr0332292						NA
ManzF3Heat_REP2.mLb.clN_peak_2656	chr2R	10582473	10582587	+	23	NA	intron (FBgn0263102, intron 1 of 6)	-intron (FBgn0263102, intron 3 of 9)	-1156	FBgn0263102	FBgn0263102	FBtr0479799						NA
ManzF3Heat_REP2.mLb.clN_peak_1576	chr2L	19135081	19135594	+	23	NA	promoter-TSS (FBgn0086447)	-promoter-TSS (FBgn0086447)	-104	FBgn0086447	FBgn0086447	FBtr0336628						NA
ManzF3Heat_REP2.mLb.clN_peak_5664	chr3L	16480273	16480863	+	23	NA	intron (FBgn0004569, intron 1 of 3)	-intron (FBgn0053158, intron 3 of 5)	3082	FBgn0004569	FBgn0004569	FBtr0075408						NA
ManzF3Heat_REP2.mLb.clN_peak_4466	chr3L	3165053	3165679	+	23	NA	promoter-TSS (FBgn0052280)	-promoter-TSS (FBgn0052280)	185	FBgn0052280	FBgn0052280	FBtr0344220						NA
ManzF3Heat_REP2.mLb.clN_peak_11169	chrX	20256775	20257480	+	23	NA	promoter-TSS (FBgn0031099)	-promoter-TSS (FBgn0031099)	72	FBgn0031099	FBgn0031099	FBtr0345924						NA
ManzF3Heat_REP2.mLb.clN_peak_10010	chrX	7363611	7364205	+	23	NA	intron (FBgn0265457, intron 1 of 4)	-intron (FBgn0029941, intron 1 of 6)	5112	FBgn0029947	FBgn0029947	FBtr0071054						NA
ManzF3Heat_REP2.mLb.clN_peak_10430	chrX	12601303	12601639	+	23	NA	intron (FBgn0052654, intron 2 of 11)	-intron (FBgn0052654, intron 2 of 7)	5424	FBgn0052654	FBgn0052654	FBtr0310304						NA
ManzF3Heat_REP2.mLb.clN_peak_4623	chr3L	4692752	4693164	+	23	NA	exon (FBgn0035574, exon 1 of 11)	-exon (FBgn0035574, exon 1 of 11)	175	FBgn0035574	FBgn0035574	FBtr0332738						NA
ManzF3Heat_REP2.mLb.clN_peak_5277	chr3L	12098303	12098474	+	23	NA	Intergenic	Intergenic	9762	FBgn0036246	FBgn0036246	FBtr0075990						NA
ManzF3Heat_REP2.mLb.clN_peak_6110	chr3L	21130985	21131397	+	23	NA	promoter-TSS (FBgn0037050)	-promoter-TSS (FBgn0037050)	-528	FBgn0037050	FBgn0037050	FBtr0305500						NA
ManzF3Heat_REP2.mLb.clN_peak_1097	chr2L	13514219	13514574	+	23	NA	intron (FBgn0023407, intron 3 of 6)	-intron (FBgn0023407, intron 3 of 6)	-13445	FBgn0053640	FBgn0053640	FBtr0332506						NA
ManzF3Heat_REP2.mLb.clN_peak_8235	chr3R	22698244	22698609	+	23	NA	TTS (FBgn0263986)	-TTS (FBgn0263986)	107	FBgn0039006	FBgn0039006	FBtr0084304						NA
ManzF3Heat_REP2.mLb.clN_peak_5379	chr3L	13352082	13352679	+	22	NA	exon (FBgn0036348, exon 5 of 9)	-exon (FBgn0036348, exon 5 of 9)	3347	FBgn0036348	FBgn0036348	FBtr0479925						NA
ManzF3Heat_REP2.mLb.clN_peak_7046	chr3R	8669148	8669662	+	22	NA	promoter-TSS (FBgn0037607)	-promoter-TSS (FBgn0037607)	-231	FBgn0012024	FBgn0012024	FBtr0081884						NA
ManzF3Heat_REP2.mLb.clN_peak_10720	chrX	15703744	15704112	+	22	NA	promoter-TSS (FBgn0030671)	-promoter-TSS (FBgn0030671)	-158	FBgn0030670	FBgn0030670	FBtr0074059						NA
ManzF3Heat_REP2.mLb.clN_peak_2239	chr2R	6947949	6948423	+	22	NA	promoter-TSS (FBgn0011893)	-promoter-TSS (FBgn0011893)	170	FBgn0011894	FBgn0011894	FBtr0086188						NA
ManzF3Heat_REP2.mLb.clN_peak_7243	chr3R	11176485	11177055	+	22	NA	exon (FBgn0040252, exon 2 of 2)	-exon (FBgn0040252, exon 2 of 2)	1241	FBgn0040252	FBgn0040252	FBtr0335217						NA
ManzF3Heat_REP2.mLb.clN_peak_1396	chr2L	16742878	16743715	+	22	NA	promoter-TSS (FBgn0032600)	-promoter-TSS (FBgn0032600)	-109	FBgn0032600	FBgn0032600	FBtr0329945						NA
ManzF3Heat_REP2.mLb.clN_peak_8998	chr3R	31278244	31278511	+	22	NA	Intergenic	Intergenic	12647	FBgn0039839	FBgn0039839	FBtr0085764						NA
ManzF3Heat_REP2.mLb.clN_peak_9536	chrX	2516316	2516509	+	22	NA	intron (FBgn0284408, intron 1 of 41)	-intron (FBgn0284408, intron 7 of 42)	29015	FBgn0284408	FBgn0284408	FBtr0481646						NA
ManzF3Heat_REP2.mLb.clN_peak_5578	chr3L	15507637	15508516	+	22	NA	promoter-TSS (FBgn0004052)	-promoter-TSS (FBgn0004052)	176	FBgn0036502	FBgn0036502	FBtr0334085						NA
ManzF3Heat_REP2.mLb.clN_peak_8202	chr3R	22184604	22184733	+	22	NA	intron (FBgn0051163, intron 4 of 18)	-intron (FBgn0051163, intron 4 of 18)	24809	FBgn0266751	FBgn0266751	FBtr0345327						NA
ManzF3Heat_REP2.mLb.clN_peak_5797	chr3L	17878924	17879144	+	22	NA	promoter-TSS (FBgn0036765)	-promoter-TSS (FBgn0036765)	-62	FBgn0036765	FBgn0036765	FBtr0300281						NA
ManzF3Heat_REP2.mLb.clN_peak_482	chr2L	5897672	5898384	+	22	NA	Intergenic	Intergenic	2352	FBgn0265790	FBgn0265790	FBtr0342617						NA
ManzF3Heat_REP2.mLb.clN_peak_6981	chr3R	7977629	7977818	+	22	NA	promoter-TSS (FBgn0037533)	-promoter-TSS (FBgn0037533)	705	FBgn0037533	FBgn0037533	FBtr0479743						NA
ManzF3Heat_REP2.mLb.clN_peak_2768	chr2R	11710348	11710593	+	22	NA	Intergenic	Intergenic	-1793	FBgn0033649	FBgn0033649	FBtr0113070						NA
ManzF3Heat_REP2.mLb.clN_peak_9371	chrX	1056380	1056773	+	22	NA	intron (FBgn0266005, intron 1 of 1)	-intron (FBgn0266005, intron 1 of 2)	5051	FBgn0040398	FBgn0040398	FBtr0070179						NA
ManzF3Heat_REP2.mLb.clN_peak_9318	chrX	654311	655881	+	22	NA	promoter-TSS (FBgn0025639)	-promoter-TSS (FBgn0025639)	-158	FBgn0025639	FBgn0025639	FBtr0070151						NA
ManzF3Heat_REP2.mLb.clN_peak_8794	chr3R	29255298	29256544	+	22	NA	promoter-TSS (FBgn0003525)	-promoter-TSS (FBgn0003525)	-121	FBgn0003525	FBgn0003525	FBtr0334867						NA
ManzF3Heat_REP2.mLb.clN_peak_5536	chr3L	15125314	15125624	+	22	NA	promoter-TSS (FBgn0036481)	-promoter-TSS (FBgn0036481)	-148	FBgn0036481	FBgn0036481	FBtr0344235						NA
ManzF3Heat_REP2.mLb.clN_peak_10981	chrX	18479503	18479809	+	22	NA	promoter-TSS (FBgn0052547)	-promoter-TSS (FBgn0052547)	-169	FBgn0052547	FBgn0052547	FBtr0332378						NA
ManzF3Heat_REP2.mLb.clN_peak_5627	chr3L	16051857	16053036	+	22	NA	intron (FBgn0005536, intron 1 of 19)	-intron (FBgn0005536, intron 1 of 15)	487	FBgn0005536	FBgn0005536	FBtr0475269						NA
