PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP3.mLb.clN_peak_4216	chr2R	11653833	11654456	+	49	NA	promoter-TSS (FBgn0033640)	-promoter-TSS (FBgn0033640)	-754	FBgn0033640	FBgn0033640	FBtr0088072						NA
ManzF6HSan_REP3.mLb.clN_peak_1254	chr2L	9937719	9939261	+	49	NA	promoter-TSS (FBgn0032166)	-promoter-TSS (FBgn0032166)	300	FBgn0287788	FBgn0287788	FBtr0079895						NA
ManzF6HSan_REP3.mLb.clN_peak_16203	chrX	16104238	16105107	+	49	NA	intron (FBgn0259699, intron 1 of 5)	-intron (FBgn0259700, intron 1 of 4)	274	FBgn0259699	FBgn0259699	FBtr0299953						NA
ManzF6HSan_REP3.mLb.clN_peak_17015	chrX	21631472	21633040	+	49	NA	TTS (FBgn0265923)	-TTS (FBgn0265923)	-1180	FBgn0267704	FBgn0267704	FBtr0347227						NA
ManzF6HSan_REP3.mLb.clN_peak_10742	chr3R	10696443	10697123	+	49	NA	promoter-TSS (FBgn0020385)	-promoter-TSS (FBgn0020385)	136	FBgn0287589	FBgn0287589	FBtr0479861						NA
ManzF6HSan_REP3.mLb.clN_peak_5080	chr2R	15939500	15940063	+	49	NA	promoter-TSS (FBgn0034051)	-promoter-TSS (FBgn0034051)	286	FBgn0034051	FBgn0034051	FBtr0302149						NA
ManzF6HSan_REP3.mLb.clN_peak_11736	chr3R	19671440	19673299	+	49	NA	promoter-TSS (FBgn0012003)	-promoter-TSS (FBgn0012003)	-20	FBgn0012003	FBgn0012003	FBtr0083799						NA
ManzF6HSan_REP3.mLb.clN_peak_7021	chr3L	2631677	2633040	+	49	NA	promoter-TSS (FBgn0035357)	-promoter-TSS (FBgn0035357)	643	FBgn0250911	FBgn0250911	FBtr0290341						NA
ManzF6HSan_REP3.mLb.clN_peak_2271	chr2L	20909322	20909621	+	49	NA	intron (FBgn0032901, intron 1 of 11)	-intron (FBgn0032901, intron 2 of 10)	8337	FBgn0053317	FBgn0053317	FBtr0089856						NA
ManzF6HSan_REP3.mLb.clN_peak_13612	chr4	1218701	1220414	+	49	NA	exon (FBgn0263112, exon 1 of 8)	-exon (FBgn0263112, exon 1 of 8)	11156	FBgn0027101	FBgn0027101	FBtr0100406						NA
ManzF6HSan_REP3.mLb.clN_peak_12288	chr3R	23751840	23752983	+	49	NA	promoter-TSS (FBgn0028684)	-promoter-TSS (FBgn0028684)	423	FBgn0039110	FBgn0039110	FBtr0335003						NA
ManzF6HSan_REP3.mLb.clN_peak_11433	chr3R	17039968	17041023	+	49	NA	promoter-TSS (FBgn0038471)	-promoter-TSS (FBgn0038471)	-187	FBgn0038471	FBgn0038471	FBtr0083391						NA
ManzF6HSan_REP3.mLb.clN_peak_7802	chr3L	9211452	9212033	+	49	NA	promoter-TSS (FBgn0035969)	-promoter-TSS (FBgn0035969)	-138	FBgn0035969	FBgn0035969	FBtr0076429						NA
ManzF6HSan_REP3.mLb.clN_peak_8200	chr3L	12571583	12572615	+	49	NA	exon (FBgn0036302, exon 2 of 13)	-exon (FBgn0036302, exon 2 of 13)	443	FBgn0036302	FBgn0036302	FBtr0332042						NA
ManzF6HSan_REP3.mLb.clN_peak_7117	chr3L	3419931	3420682	+	49	NA	intron (FBgn0014388, intron 1 of 1)	-intron (FBgn0014388, intron 1 of 1)	-2345	FBgn0014388	FBgn0014388	FBtr0073145						NA
ManzF6HSan_REP3.mLb.clN_peak_10471	chr3R	8847092	8847726	+	49	NA	intron (FBgn0262614, intron 2 of 5)	-intron (FBgn0262614, intron 1 of 11)	-14471	FBgn0011966	FBgn0011966	FBtr0081923						NA
ManzF6HSan_REP3.mLb.clN_peak_1665	chr2L	14023855	14024248	+	49	NA	promoter-TSS (FBgn0051840)	-promoter-TSS (FBgn0051840)	48	FBgn0051840	FBgn0051840	FBtr0345758						NA
ManzF6HSan_REP3.mLb.clN_peak_6363	chr2R	23964731	23965950	+	49	NA	TTS (FBgn0034943)	-TTS (FBgn0034943)	568	FBgn0020764	FBgn0020764	FBtr0072151						NA
ManzF6HSan_REP3.mLb.clN_peak_169	chr2L	1108040	1108367	+	49	NA	promoter-TSS (FBgn0031301)	-promoter-TSS (FBgn0031301)	170	FBgn0261938	FBgn0261938	FBtr0332273						NA
ManzF6HSan_REP3.mLb.clN_peak_15950	chrX	14247416	14248964	+	49	NA	exon (FBgn0287604, exon 2 of 2)	-exon (FBgn0287604, exon 2 of 2)	458	FBgn0002873	FBgn0002873	FBtr0308329						NA
ManzF6HSan_REP3.mLb.clN_peak_5367	chr2R	17679150	17679389	+	49	NA	promoter-TSS (FBgn0016059)	-promoter-TSS (FBgn0016059)	-14	FBgn0016059	FBgn0016059	FBtr0086890						NA
ManzF6HSan_REP3.mLb.clN_peak_14296	chrX	3482747	3482983	+	49	NA	promoter-TSS (FBgn0029664)	-promoter-TSS (FBgn0029664)	-100	FBgn0029664	FBgn0029664	FBtr0331609						NA
ManzF6HSan_REP3.mLb.clN_peak_2030	chr2L	19044980	19045615	+	49	NA	promoter-TSS (FBgn0263198)	-promoter-TSS (FBgn0263198)	-58	FBgn0263198	FBgn0263198	FBtr0336842						NA
ManzF6HSan_REP3.mLb.clN_peak_16707	chrX	19164491	19165553	+	49	NA	exon (FBgn0261461, exon 1 of 5)	-exon (FBgn0261461, exon 1 of 5)	2060	FBgn0261461	FBgn0261461	FBtr0339261						NA
ManzF6HSan_REP3.mLb.clN_peak_4150	chr2R	11356679	11357799	+	49	NA	promoter-TSS (FBgn0033623)	-promoter-TSS (FBgn0033623)	411	FBgn0011987	FBgn0011987	FBtr0088156						NA
ManzF6HSan_REP3.mLb.clN_peak_2103	chr2L	19462675	19463298	+	49	NA	Intergenic	Intergenic	-1281	FBgn0000964	FBgn0000964	FBtr0329891						NA
ManzF6HSan_REP3.mLb.clN_peak_16051	chrX	15125468	15125770	+	49	NA	promoter-TSS (FBgn0260006)	-promoter-TSS (FBgn0260006)	-134	FBgn0260006	FBgn0260006	FBtr0100009						NA
ManzF6HSan_REP3.mLb.clN_peak_6427	chr2R	24343626	24344647	+	49	NA	exon (FBgn0004101, exon 1 of 4)	-exon (FBgn0004101, exon 1 of 4)	1275	FBgn0004101	FBgn0004101	FBtr0343314						NA
ManzF6HSan_REP3.mLb.clN_peak_800	chr2L	6498606	6499820	+	49	NA	TTS (FBgn0031826)	-TTS (FBgn0031826)	566	FBgn0051637	FBgn0051637	FBtr0079287						NA
ManzF6HSan_REP3.mLb.clN_peak_4442	chr2R	12651731	12653711	+	49	NA	promoter-TSS (FBgn0033762)	-promoter-TSS (FBgn0033762)	-84	FBgn0033762	FBgn0033762	FBtr0087845						NA
ManzF6HSan_REP3.mLb.clN_peak_9800	chr3R	4386701	4387961	+	49	NA	promoter-TSS (FBgn0003882)	-promoter-TSS (FBgn0003882)	-411	FBgn0003882	FBgn0003882	FBtr0302338						NA
ManzF6HSan_REP3.mLb.clN_peak_16449	chrX	17587937	17588668	+	49	NA	promoter-TSS (FBgn0030846)	-promoter-TSS (FBgn0030846)	-563	FBgn0030846	FBgn0030846	FBtr0335254						NA
ManzF6HSan_REP3.mLb.clN_peak_2325	chr2L	21078052	21078472	+	49	NA	intron (FBgn0032911, intron 4 of 8)	-intron (FBgn0032911, intron 4 of 8)	2857	FBgn0032911	FBgn0032911	FBtr0329988						NA
ManzF6HSan_REP3.mLb.clN_peak_12967	chr3R	29745084	29745591	+	49	NA	promoter-TSS (FBgn0039691)	-promoter-TSS (FBgn0039691)	0	FBgn0039691	FBgn0039691	FBtr0085476						NA
ManzF6HSan_REP3.mLb.clN_peak_15386	chrX	10385844	10387105	+	49	NA	promoter-TSS (FBgn0030196)	-promoter-TSS (FBgn0030196)	514	FBgn0000711	FBgn0000711	FBtr0474146						NA
ManzF6HSan_REP3.mLb.clN_peak_12161	chr3R	22584524	22585161	+	49	NA	promoter-TSS (FBgn0038989)	-promoter-TSS (FBgn0038989)	69	FBgn0038989	FBgn0038989	FBtr0084266						NA
ManzF6HSan_REP3.mLb.clN_peak_5744	chr2R	20127157	20127571	+	49	NA	Intergenic	Intergenic	9798	FBgn0265845	FBgn0265845	FBtr0342689						NA
ManzF6HSan_REP3.mLb.clN_peak_16499	chrX	17832343	17832770	+	49	NA	intron (FBgn0030870, intron 1 of 4)	-intron (FBgn0030870, intron 1 of 4)	-1462	FBgn0265902	FBgn0265902	FBtr0342785						NA
ManzF6HSan_REP3.mLb.clN_peak_9031	chr3L	19817395	19819520	+	49	NA	promoter-TSS (FBgn0013799)	-promoter-TSS (FBgn0013799)	-645	FBgn0013799	FBgn0013799	FBtr0332153						NA
ManzF6HSan_REP3.mLb.clN_peak_1837	chr2L	16677071	16677638	+	49	NA	promoter-TSS (FBgn0032593)	-promoter-TSS (FBgn0032593)	169	FBgn0001185	FBgn0001185	FBtr0335138						NA
ManzF6HSan_REP3.mLb.clN_peak_2097	chr2L	19425091	19426744	+	49	NA	promoter-TSS (FBgn0032780)	-promoter-TSS (FBgn0032780)	1867	FBgn0032780	FBgn0032780	FBtr0335465						NA
ManzF6HSan_REP3.mLb.clN_peak_53	chr2L	273485	274126	+	49	NA	promoter-TSS (FBgn0086856)	-promoter-TSS (FBgn0086856)	-31	FBgn0086856	FBgn0086856	FBtr0078128						NA
ManzF6HSan_REP3.mLb.clN_peak_7263	chr3L	4402753	4403845	+	49	NA	promoter-TSS (FBgn0035540)	-promoter-TSS (FBgn0035540)	-188	FBgn0035540	FBgn0035540	FBtr0330179						NA
ManzF6HSan_REP3.mLb.clN_peak_3121	chr2R	6885530	6885882	+	49	NA	promoter-TSS (FBgn0033115)	-promoter-TSS (FBgn0033115)	154	FBgn0033115	FBgn0033115	FBtr0309371						NA
ManzF6HSan_REP3.mLb.clN_peak_11334	chr3R	16154500	16155761	+	49	NA	exon (FBgn0063649, exon 1 of 7)	-exon (FBgn0063649, exon 1 of 7)	-3031	FBgn0063649	FBgn0063649	FBtr0309302						NA
ManzF6HSan_REP3.mLb.clN_peak_16534	chrX	18100153	18102625	+	49	NA	promoter-TSS (FBgn0022724)	-promoter-TSS (FBgn0022724)	-581	FBgn0022724	FBgn0022724	FBtr0074514						NA
ManzF6HSan_REP3.mLb.clN_peak_3962	chr2R	10467064	10469036	+	49	NA	promoter-TSS (FBgn0033527)	-promoter-TSS (FBgn0033527)	490	FBgn0033526	FBgn0033526	FBtr0088310						NA
ManzF6HSan_REP3.mLb.clN_peak_10354	chr3R	8012802	8014016	+	49	NA	promoter-TSS (FBgn0037540)	-promoter-TSS (FBgn0037540)	-208	FBgn0037539	FBgn0037539	FBtr0081820						NA
ManzF6HSan_REP3.mLb.clN_peak_16069	chrX	15301296	15301452	+	49	NA	intron (FBgn0261703, intron 1 of 9)	-intron (FBgn0261703, intron 1 of 9)	2365	FBgn0261703	FBgn0261703	FBtr0331765						NA
ManzF6HSan_REP3.mLb.clN_peak_13829	chrX	940519	941346	+	49	NA	promoter-TSS (FBgn0040347)	-promoter-TSS (FBgn0040347)	-127	FBgn0040346	FBgn0040346	FBtr0070188						NA
ManzF6HSan_REP3.mLb.clN_peak_9418	chr3L	22287826	22289637	+	49	NA	promoter-TSS (FBgn0027086)	-promoter-TSS (FBgn0027086)	66	FBgn0027086	FBgn0027086	FBtr0078500						NA
ManzF6HSan_REP3.mLb.clN_peak_6368	chr2R	23988115	23988722	+	49	NA	promoter-TSS (FBgn0034950)	-promoter-TSS (FBgn0034950)	37	FBgn0283509	FBgn0283509	FBtr0072203						NA
ManzF6HSan_REP3.mLb.clN_peak_14710	chrX	5899360	5900901	+	49	NA	promoter-TSS (FBgn0000042)	-promoter-TSS (FBgn0000042)	-141	FBgn0267228	FBgn0267228	FBtr0346401						NA
ManzF6HSan_REP3.mLb.clN_peak_8450	chr3L	15136230	15137312	+	49	NA	promoter-TSS (FBgn0036483)	-promoter-TSS (FBgn0036483)	-414	FBgn0036483	FBgn0036483	FBtr0075651						NA
ManzF6HSan_REP3.mLb.clN_peak_12653	chr3R	26546101	26546991	+	49	NA	intron (FBgn0263289, intron 3 of 23)	-intron (FBgn0263289, intron 3 of 22)	-3337	FBgn0267753	FBgn0267753	FBtr0347317						NA
ManzF6HSan_REP3.mLb.clN_peak_12511	chr3R	25247233	25248719	+	48	NA	promoter-TSS (FBgn0039300)	-promoter-TSS (FBgn0039300)	318	FBgn0039301	FBgn0039301	FBtr0332158						NA
ManzF6HSan_REP3.mLb.clN_peak_4730	chr2R	14157498	14157976	+	48	NA	promoter-TSS (FBgn0033899)	-promoter-TSS (FBgn0033899)	-25	FBgn0033899	FBgn0033899	FBtr0087519						NA
ManzF6HSan_REP3.mLb.clN_peak_16885	chrX	20429596	20430477	+	48	NA	promoter-TSS (FBgn0002641)	-promoter-TSS (FBgn0002641)	361	FBgn0002641	FBgn0002641	FBtr0344987						NA
ManzF6HSan_REP3.mLb.clN_peak_15720	chrX	12662869	12663844	+	48	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	2822	FBgn0011837	FBgn0011837	FBtr0333756						NA
ManzF6HSan_REP3.mLb.clN_peak_8164	chr3L	12276711	12279295	+	48	NA	promoter-TSS (FBgn0036272)	-promoter-TSS (FBgn0036272)	-223	FBgn0036273	FBgn0036273	FBtr0333356						NA
ManzF6HSan_REP3.mLb.clN_peak_7325	chr3L	5349675	5350441	+	48	NA	intron (FBgn0016031, intron 1 of 4)	-intron (FBgn0016031, intron 1 of 4)	5288	FBgn0016031	FBgn0016031	FBtr0077159						NA
ManzF6HSan_REP3.mLb.clN_peak_15127	chrX	8605649	8606430	+	48	NA	exon (FBgn0030054, exon 1 of 3)	-exon (FBgn0030054, exon 1 of 3)	265	FBgn0030054	FBgn0030054	FBtr0071228						NA
ManzF6HSan_REP3.mLb.clN_peak_3718	chr2R	9398373	9399522	+	48	NA	promoter-TSS (FBgn0016970)	-promoter-TSS (FBgn0016970)	-133	FBgn0016970	FBgn0016970	FBtr0088505						NA
ManzF6HSan_REP3.mLb.clN_peak_8521	chr3L	15836801	15837508	+	48	NA	TTS (FBgn0052150)	-TTS (FBgn0052150)	328	FBgn0036538	FBgn0036538	FBtr0306854						NA
ManzF6HSan_REP3.mLb.clN_peak_14523	chrX	4675061	4675297	+	48	NA	intron (FBgn0262699, intron 2 of 4)	-intron (FBgn0262699, intron 2 of 4)	2354	FBgn0262699	FBgn0262699	FBtr0070686						NA
ManzF6HSan_REP3.mLb.clN_peak_6618	chr3L	91868	92269	+	48	NA	Intergenic	Intergenic	6307	FBgn0040688	FBgn0040688	FBtr0072540						NA
ManzF6HSan_REP3.mLb.clN_peak_11476	chr3R	17539658	17540710	+	48	NA	promoter-TSS (FBgn0025571)	-promoter-TSS (FBgn0025571)	-221	FBgn0010926	FBgn0010926	FBtr0347218						NA
ManzF6HSan_REP3.mLb.clN_peak_11440	chr3R	17072386	17072992	+	48	NA	promoter-TSS (FBgn0038473)	-promoter-TSS (FBgn0038473)	-14	FBgn0038473	FBgn0038473	FBtr0083426						NA
ManzF6HSan_REP3.mLb.clN_peak_8049	chr3L	11324490	11324989	+	48	NA	promoter-TSS (FBgn0265932)	-promoter-TSS (FBgn0265932)	261	FBgn0265934	FBgn0265934	FBtr0343036						NA
ManzF6HSan_REP3.mLb.clN_peak_14026	chrX	1824320	1825161	+	48	NA	promoter-TSS (FBgn0283741)	-promoter-TSS (FBgn0283741)	-2359	FBgn0029590	FBgn0029590	FBtr0309970						NA
ManzF6HSan_REP3.mLb.clN_peak_3529	chr2R	8627118	8627917	+	48	NA	promoter-TSS (FBgn0033316)	-promoter-TSS (FBgn0033316)	94	FBgn0033315	FBgn0033315	FBtr0088728						NA
ManzF6HSan_REP3.mLb.clN_peak_15586	chrX	11580321	11581179	+	48	NA	promoter-TSS (FBgn0002948)	-promoter-TSS (FBgn0002948)	-22	FBgn0002948	FBgn0002948	FBtr0073516						NA
ManzF6HSan_REP3.mLb.clN_peak_16368	chrX	17124806	17125816	+	48	NA	promoter-TSS (FBgn0260748)	-promoter-TSS (FBgn0260748)	-5112	FBgn0260748	FBgn0260748	FBtr0346797						NA
ManzF6HSan_REP3.mLb.clN_peak_782	chr2L	6371079	6371660	+	48	NA	Intergenic	Intergenic	-2146	FBgn0043854	FBgn0043854	FBtr0344864						NA
ManzF6HSan_REP3.mLb.clN_peak_8262	chr3L	13150644	13151038	+	48	NA	Intergenic	Intergenic	14572	FBgn0053262	FBgn0053262	FBtr0302393						NA
ManzF6HSan_REP3.mLb.clN_peak_3594	chr2R	8906428	8908024	+	48	NA	promoter-TSS (FBgn0050349)	-promoter-TSS (FBgn0050349)	-236	FBgn0284436	FBgn0284436	FBtr0088683						NA
ManzF6HSan_REP3.mLb.clN_peak_11485	chr3R	17617230	17618366	+	48	NA	promoter-TSS (FBgn0012002)	-promoter-TSS (FBgn0012002)	37	FBgn0012002	FBgn0012002	FBtr0083466						NA
ManzF6HSan_REP3.mLb.clN_peak_12010	chr3R	21632249	21633835	+	48	NA	promoter-TSS (FBgn0011766)	-promoter-TSS (FBgn0011766)	337	FBgn0267722	FBgn0267722	FBtr0347262						NA
ManzF6HSan_REP3.mLb.clN_peak_16153	chrX	15798831	15799959	+	48	NA	promoter-TSS (FBgn0030694)	-promoter-TSS (FBgn0030694)	-31	FBgn0030694	FBgn0030694	FBtr0340114						NA
ManzF6HSan_REP3.mLb.clN_peak_4710	chr2R	14037505	14038124	+	48	NA	intron (FBgn0002643, intron 1 of 3)	-intron (FBgn0002643, intron 3 of 6)	9194	FBgn0033893	FBgn0033893	FBtr0087599						NA
ManzF6HSan_REP3.mLb.clN_peak_9584	chr3L	23980561	23980896	+	48	NA	intron (FBgn0058470, intron 1 of 12)	-intron (FBgn0058470, intron 1 of 12)	5682	FBgn0058470	FBgn0058470	FBtr0111152						NA
ManzF6HSan_REP3.mLb.clN_peak_12889	chr3R	29049381	29049935	+	48	NA	TTS (FBgn0003093)	-TTS (FBgn0003093)	165	FBgn0039627	FBgn0039627	FBtr0085360						NA
ManzF6HSan_REP3.mLb.clN_peak_3285	chr2R	7565082	7567288	+	48	NA	promoter-TSS (FBgn0033194)	-promoter-TSS (FBgn0033194)	553	FBgn0004132	FBgn0004132	FBtr0088953						NA
ManzF6HSan_REP3.mLb.clN_peak_8591	chr3L	16335019	16335162	+	48	NA	Intergenic	Intergenic	1777	FBgn0040794	FBgn0040794	FBtr0075376						NA
ManzF6HSan_REP3.mLb.clN_peak_14531	chrX	4706779	4708037	+	48	NA	promoter-TSS (FBgn0029723)	-promoter-TSS (FBgn0029723)	-1340	FBgn0029723	FBgn0029723	FBtr0070714						NA
ManzF6HSan_REP3.mLb.clN_peak_2701	chr2R	4297136	4299802	+	48	NA	Intergenic	Intergenic	-55535	FBgn0262117	FBgn0262117	FBtr0111268						NA
ManzF6HSan_REP3.mLb.clN_peak_12404	chr3R	24554966	24557430	+	48	NA	promoter-TSS (FBgn0004189)	-promoter-TSS (FBgn0004189)	110	FBgn0004188	FBgn0004188	FBtr0084650						NA
ManzF6HSan_REP3.mLb.clN_peak_6843	chr3L	1320999	1321464	+	48	NA	TTS (FBgn0035208)	-TTS (FBgn0035208)	1575	FBgn0035208	FBgn0035208	FBtr0072726						NA
ManzF6HSan_REP3.mLb.clN_peak_15417	chrX	10595636	10596700	+	48	NA	promoter-TSS (FBgn0030217)	-promoter-TSS (FBgn0030217)	46	FBgn0030217	FBgn0030217	FBtr0071491						NA
ManzF6HSan_REP3.mLb.clN_peak_9060	chr3L	20002661	20002972	+	48	NA	promoter-TSS (FBgn0036929)	-promoter-TSS (FBgn0036929)	80	FBgn0036929	FBgn0036929	FBtr0332720						NA
ManzF6HSan_REP3.mLb.clN_peak_12566	chr3R	25660445	25662758	+	48	NA	promoter-TSS (FBgn0027508)	-promoter-TSS (FBgn0027508)	-194	FBgn0261986	FBgn0261986	FBtr0084898						NA
ManzF6HSan_REP3.mLb.clN_peak_133	chr2L	843902	844688	+	48	NA	intron (FBgn0020304, intron 1 of 3)	-intron (FBgn0020304, intron 1 of 5)	-6407	FBgn0264869	FBgn0264869	FBtr0334793						NA
ManzF6HSan_REP3.mLb.clN_peak_4707	chr2R	14027043	14027541	+	48	NA	intron (FBgn0002643, intron 2 of 5)	-intron (FBgn0002643, intron 3 of 6)	-1328	FBgn0033893	FBgn0033893	FBtr0087599						NA
ManzF6HSan_REP3.mLb.clN_peak_12175	chr3R	22698208	22698841	+	48	NA	TTS (FBgn0263986)	-TTS (FBgn0263986)	205	FBgn0039006	FBgn0039006	FBtr0084304						NA
ManzF6HSan_REP3.mLb.clN_peak_1696	chr2L	14397047	14397523	+	48	NA	intron (FBgn0004858, intron 1 of 2)	-intron (FBgn0004858, intron 1 of 2)	12264	FBgn0004858	FBgn0004858	FBtr0342915						NA
ManzF6HSan_REP3.mLb.clN_peak_2105	chr2L	19472127	19474058	+	48	NA	Intergenic	Intergenic	-1465	FBgn0264391	FBgn0264391	FBtr0332319						NA
ManzF6HSan_REP3.mLb.clN_peak_9611	chr3L	25129889	25130701	+	48	NA	Intergenic	Intergenic	9546	FBgn0260008	FBgn0260008	FBtr0343636						NA
ManzF6HSan_REP3.mLb.clN_peak_8971	chr3L	19261347	19261673	+	48	NA	promoter-TSS (FBgn0026630)	-promoter-TSS (FBgn0026630)	116	FBgn0260857	FBgn0260857	FBtr0074990						NA
ManzF6HSan_REP3.mLb.clN_peak_5075	chr2R	15921991	15922215	+	48	NA	promoter-TSS (FBgn0264089)	-promoter-TSS (FBgn0264089)	15	FBgn0264089	FBgn0264089	FBtr0330734						NA
ManzF6HSan_REP3.mLb.clN_peak_4745	chr2R	14239386	14240527	+	48	NA	promoter-TSS (FBgn0033916)	-promoter-TSS (FBgn0033916)	24	FBgn0033916	FBgn0033916	FBtr0087535						NA
ManzF6HSan_REP3.mLb.clN_peak_14863	chrX	6852277	6853745	+	48	NA	promoter-TSS (FBgn0029915)	-promoter-TSS (FBgn0029915)	3241	FBgn0029914	FBgn0029914	FBtr0300177						NA
ManzF6HSan_REP3.mLb.clN_peak_17134	chrX	23384363	23384788	+	48	NA	Intergenic	Intergenic	92875	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF6HSan_REP3.mLb.clN_peak_10119	chr3R	5987432	5988052	+	48	NA	Intergenic	Intergenic	-1485	FBgn0266232	FBgn0266232	FBtr0343895						NA
ManzF6HSan_REP3.mLb.clN_peak_11316	chr3R	16025807	16026199	+	48	NA	promoter-TSS (FBgn0003117)	-promoter-TSS (FBgn0003117)	-76	FBgn0003117	FBgn0003117	FBtr0335427						NA
ManzF6HSan_REP3.mLb.clN_peak_11233	chr3R	15281294	15281514	+	48	NA	promoter-TSS (FBgn0003721)	-promoter-TSS (FBgn0003721)	-2736	FBgn0011476	FBgn0011476	FBtr0479891						NA
ManzF6HSan_REP3.mLb.clN_peak_1234	chr2L	9735957	9736793	+	48	NA	promoter-TSS (FBgn0032140)	-promoter-TSS (FBgn0032140)	-270	FBgn0032140	FBgn0032140	FBtr0335503						NA
ManzF6HSan_REP3.mLb.clN_peak_6775	chr3L	871806	872933	+	48	NA	promoter-TSS (FBgn0052479)	-promoter-TSS (FBgn0052479)	-542	FBgn0052479	FBgn0052479	FBtr0333267						NA
ManzF6HSan_REP3.mLb.clN_peak_5312	chr2R	17394469	17394894	+	48	NA	promoter-TSS (FBgn0010620)	-promoter-TSS (FBgn0010620)	88	FBgn0010620	FBgn0010620	FBtr0086909						NA
ManzF6HSan_REP3.mLb.clN_peak_346	chr2L	2908646	2909852	+	48	NA	intron (FBgn0041111, intron 2 of 10)	-intron (FBgn0041111, intron 2 of 10)	23320	FBgn0041111	FBgn0041111	FBtr0077633						NA
ManzF6HSan_REP3.mLb.clN_peak_10147	chr3R	6210268	6210529	+	48	NA	promoter-TSS (FBgn0037410)	-promoter-TSS (FBgn0037410)	1025	FBgn0037410	FBgn0037410	FBtr0310413						NA
ManzF6HSan_REP3.mLb.clN_peak_3261	chr2R	7456579	7458080	+	48	NA	intron (FBgn0025885, intron 1 of 4)	-intron (FBgn0025885, intron 1 of 4)	1545	FBgn0025885	FBgn0025885	FBtr0089329						NA
ManzF6HSan_REP3.mLb.clN_peak_5380	chr2R	17738942	17740239	+	48	NA	promoter-TSS (FBgn0034271)	-promoter-TSS (FBgn0034271)	95	FBgn0034270	FBgn0034270	FBtr0340278						NA
ManzF6HSan_REP3.mLb.clN_peak_5615	chr2R	19164041	19164902	+	48	NA	TTS (FBgn0000578)	-TTS (FBgn0000578)	-5752	FBgn0034420	FBgn0034420	FBtr0481659						NA
ManzF6HSan_REP3.mLb.clN_peak_14041	chrX	1904079	1904408	+	48	NA	TTS (FBgn0023511)	-TTS (FBgn0023511)	-1066	FBgn0052801	FBgn0052801	FBtr0070355						NA
ManzF6HSan_REP3.mLb.clN_peak_12518	chr3R	25292019	25293188	+	48	NA	TTS (FBgn0051102)	-TTS (FBgn0051102)	374	FBgn0051098	FBgn0051098	FBtr0084863						NA
ManzF6HSan_REP3.mLb.clN_peak_3764	chr2R	9594017	9594395	+	48	NA	intron (FBgn0033434, intron 1 of 3)	-intron (FBgn0033434, intron 1 of 3)	161	FBgn0050338	FBgn0050338	FBtr0088533						NA
ManzF6HSan_REP3.mLb.clN_peak_4550	chr2R	13197570	13198385	+	48	NA	promoter-TSS (FBgn0027079)	-promoter-TSS (FBgn0027079)	-873	FBgn0027079	FBgn0027079	FBtr0333148						NA
ManzF6HSan_REP3.mLb.clN_peak_12437	chr3R	24804550	24805389	+	48	NA	TTS (FBgn0027539)	-TTS (FBgn0027539)	290	FBgn0039227	FBgn0039227	FBtr0084740						NA
ManzF6HSan_REP3.mLb.clN_peak_2058	chr2L	19181479	19181900	+	48	NA	promoter-TSS (FBgn0032763)	-promoter-TSS (FBgn0032763)	13	FBgn0032763	FBgn0032763	FBtr0081233						NA
ManzF6HSan_REP3.mLb.clN_peak_9319	chr3L	21640301	21641363	+	48	NA	promoter-TSS (FBgn0052446)	-promoter-TSS (FBgn0052446)	-163	FBgn0052446	FBgn0052446	FBtr0330117						NA
ManzF6HSan_REP3.mLb.clN_peak_7427	chr3L	6487081	6488905	+	48	NA	promoter-TSS (FBgn0035703)	-promoter-TSS (FBgn0035703)	431	FBgn0035702	FBgn0035702	FBtr0333060						NA
ManzF6HSan_REP3.mLb.clN_peak_10223	chr3R	6893194	6893492	+	48	NA	exon (FBgn0267119, exon 1 of 1)	-exon (FBgn0267119, exon 1 of 1)	119	FBgn0267119	FBgn0267119	FBtr0346215						NA
ManzF6HSan_REP3.mLb.clN_peak_16924	chrX	21123428	21124713	+	48	NA	exon (FBgn0083956, exon 1 of 15)	-exon (FBgn0083956, exon 1 of 15)	436	FBgn0083956	FBgn0083956	FBtr0343018						NA
ManzF6HSan_REP3.mLb.clN_peak_8938	chr3L	19020588	19020751	+	48	NA	intron (FBgn0002945, intron 1 of 3)	-intron (FBgn0002945, intron 1 of 4)	13231	FBgn0267602	FBgn0267602	FBtr0347048						NA
ManzF6HSan_REP3.mLb.clN_peak_8924	chr3L	18896212	18896759	+	48	NA	promoter-TSS (FBgn0086661)	-promoter-TSS (FBgn0086661)	-29	FBgn0086661	FBgn0086661	FBtr0091666						NA
