PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP1.mLb.clN_peak_9003	chr3R	26798998	26799626	+	37	NA	exon (FBgn0262473, exon 1 of 4)	-exon (FBgn0262473, exon 1 of 4)	271	FBgn0262473	FBgn0262473	FBtr0330154						NA
ManzF3Heat_REP1.mLb.clN_peak_3484	chr2R	17547566	17548524	+	37	NA	promoter-TSS (FBgn0034240)	-promoter-TSS (FBgn0034240)	-247	FBgn0034240	FBgn0034240	FBtr0340220						NA
ManzF3Heat_REP1.mLb.clN_peak_1807	chr2L	21262840	21263811	+	37	NA	TTS (FBgn0021856)	-TTS (FBgn0021856)	369	FBgn0032938	FBgn0032938	FBtr0346464						NA
ManzF3Heat_REP1.mLb.clN_peak_7263	chr3R	7162611	7163026	+	37	NA	promoter-TSS (FBgn0002306)	-promoter-TSS (FBgn0002306)	10	FBgn0002306	FBgn0002306	FBtr0334885						NA
ManzF3Heat_REP1.mLb.clN_peak_9406	chr3R	31196746	31197027	+	37	NA	promoter-TSS (FBgn0039827)	-promoter-TSS (FBgn0039827)	-30	FBgn0039827	FBgn0039827	FBtr0085755						NA
ManzF3Heat_REP1.mLb.clN_peak_2149	chr2R	6195868	6196482	+	37	NA	promoter-TSS (FBgn0262867)	-promoter-TSS (FBgn0262867)	-166	FBgn0262867	FBgn0262867	FBtr0307501						NA
ManzF3Heat_REP1.mLb.clN_peak_11339	chrX	16637071	16637528	+	37	NA	promoter-TSS (FBgn0010412)	-promoter-TSS (FBgn0010412)	-842	FBgn0010412	FBgn0010412	FBtr0340149						NA
ManzF3Heat_REP1.mLb.clN_peak_3878	chr2R	21199902	21200347	+	37	NA	promoter-TSS (FBgn0265191)	-promoter-TSS (FBgn0265191)	-3242	FBgn0265191	FBgn0265191	FBtr0339089						NA
ManzF3Heat_REP1.mLb.clN_peak_8767	chr3R	24046603	24046808	+	37	NA	intron (FBgn0005649, intron 1 of 4)	-intron (FBgn0005649, intron 1 of 4)	1016	FBgn0005649	FBgn0005649	FBtr0084591						NA
ManzF3Heat_REP1.mLb.clN_peak_745	chr2L	8266815	8267014	+	37	NA	intron (FBgn0003502, intron 4 of 11)	-intron (FBgn0003502, intron 2 of 9)	-13948	FBgn0032010	FBgn0032010	FBtr0332362						NA
ManzF3Heat_REP1.mLb.clN_peak_9674	chr4	1256426	1257270	+	37	NA	intron (FBgn0053653, intron 18 of 22)	-intron (FBgn0053653, intron 18 of 23)	26011	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP1.mLb.clN_peak_3046	chr2R	13494481	13494953	+	37	NA	TTS (FBgn0004638)	-TTS (FBgn0004638)	145	FBgn0033844	FBgn0033844	FBtr0332928						NA
ManzF3Heat_REP1.mLb.clN_peak_1809	chr2L	21288847	21289462	+	37	NA	exon (FBgn0032940, exon 8 of 12)	-exon (FBgn0032940, exon 8 of 12)	-4881	FBgn0041336	FBgn0041336	FBtr0330681						NA
ManzF3Heat_REP1.mLb.clN_peak_10745	chrX	10211443	10212409	+	37	NA	intron (FBgn0030183, intron 1 of 1)	-intron (FBgn0030183, intron 1 of 2)	-1044	FBgn0028342	FBgn0028342	FBtr0343981						NA
ManzF3Heat_REP1.mLb.clN_peak_8909	chr3R	25737870	25738604	+	37	NA	exon (FBgn0267771, exon 1 of 1)	-exon (FBgn0267771, exon 1 of 1)	210	FBgn0267771	FBgn0267771	FBtr0347335						NA
ManzF3Heat_REP1.mLb.clN_peak_10331	chrX	5430038	5430595	+	37	NA	promoter-TSS (FBgn0029766)	-promoter-TSS (FBgn0029766)	745	FBgn0029766	FBgn0029766	FBtr0340460						NA
ManzF3Heat_REP1.mLb.clN_peak_7438	chr3R	8862277	8863399	+	37	NA	promoter-TSS (FBgn0053551)	-promoter-TSS (FBgn0053551)	-95	FBgn0053551	FBgn0053551	FBtr0091521						NA
ManzF3Heat_REP1.mLb.clN_peak_9899	chrX	1517669	1517985	+	37	NA	TTS (FBgn0025394)	-TTS (FBgn0025394)	-5024	FBgn0025393	FBgn0025393	FBtr0070285						NA
ManzF3Heat_REP1.mLb.clN_peak_854	chr2L	9493848	9494231	+	37	NA	intron (FBgn0004868, intron 1 of 2)	-intron (FBgn0004868, intron 1 of 2)	837	FBgn0004868	FBgn0004868	FBtr0345433						NA
ManzF3Heat_REP1.mLb.clN_peak_2118	chr2R	6017661	6017818	+	37	NA	promoter-TSS (FBgn0033050)	-promoter-TSS (FBgn0033050)	0	FBgn0033050	FBgn0033050	FBtr0335285						NA
ManzF3Heat_REP1.mLb.clN_peak_11945	chrX	22461336	22461597	+	37	NA	intron (FBgn0031187, intron 3 of 9)	-intron (FBgn0031187, intron 3 of 10)	-5090	FBgn0031187	FBgn0031187	FBtr0339506						NA
ManzF3Heat_REP1.mLb.clN_peak_11417	chrX	17302480	17302886	+	37	NA	promoter-TSS (FBgn0024238)	-promoter-TSS (FBgn0024238)	-11014	FBgn0024238	FBgn0024238	FBtr0074441						NA
ManzF3Heat_REP1.mLb.clN_peak_10912	chrX	12018588	12018970	+	37	NA	promoter-TSS (FBgn0043001)	-promoter-TSS (FBgn0043001)	139	FBgn0030364	FBgn0030364	FBtr0073621						NA
ManzF3Heat_REP1.mLb.clN_peak_4242	chr2R	24187433	24187776	+	37	NA	promoter-TSS (FBgn0266083)	-promoter-TSS (FBgn0266083)	-673	FBgn0266083	FBgn0266083	FBtr0343436						NA
ManzF3Heat_REP1.mLb.clN_peak_1617	chr2L	19444680	19445297	+	37	NA	promoter-TSS (FBgn0024230)	-promoter-TSS (FBgn0024230)	-238	FBgn0024230	FBgn0024230	FBtr0081288						NA
ManzF3Heat_REP1.mLb.clN_peak_6406	chr3L	20695457	20695829	+	37	NA	promoter-TSS (FBgn0001320)	-promoter-TSS (FBgn0001320)	-1087	FBgn0001320	FBgn0001320	FBtr0078283						NA
ManzF3Heat_REP1.mLb.clN_peak_11334	chrX	16586064	16587257	+	37	NA	promoter-TSS (FBgn0267912)	-promoter-TSS (FBgn0267912)	-1213	FBgn0030759	FBgn0030759	FBtr0074282						NA
ManzF3Heat_REP1.mLb.clN_peak_3808	chr2R	20617819	20618722	+	37	NA	promoter-TSS (FBgn0034527)	-promoter-TSS (FBgn0034527)	-53	FBgn0050147	FBgn0050147	FBtr0086256						NA
ManzF3Heat_REP1.mLb.clN_peak_7895	chr3R	14003889	14004232	+	37	NA	intron (FBgn0264493, intron 2 of 8)	-intron (FBgn0264493, intron 2 of 8)	-25168	FBgn0038194	FBgn0038194	FBtr0089766						NA
ManzF3Heat_REP1.mLb.clN_peak_2695	chr2R	10432472	10432658	+	37	NA	intron (FBgn0262114, intron 2 of 11)	-intron (FBgn0262114, intron 2 of 11)	2857	FBgn0262114	FBgn0262114	FBtr0346961						NA
ManzF3Heat_REP1.mLb.clN_peak_7634	chr3R	11209834	11210289	+	37	NA	promoter-TSS (FBgn0037874)	-promoter-TSS (FBgn0037874)	-186	FBgn0037874	FBgn0037874	FBtr0347181						NA
ManzF3Heat_REP1.mLb.clN_peak_357	chr2L	4031268	4031991	+	37	NA	intron (FBgn0000547, intron 1 of 9)	-intron (FBgn0000547, intron 1 of 8)	252	FBgn0000547	FBgn0000547	FBtr0334265						NA
ManzF3Heat_REP1.mLb.clN_peak_3640	chr2R	19178638	19179351	+	37	NA	TTS (FBgn0034420)	-TTS (FBgn0034420)	256	FBgn0263395	FBgn0263395	FBtr0340456						NA
ManzF3Heat_REP1.mLb.clN_peak_8218	chr3R	17798177	17798628	+	37	NA	promoter-TSS (FBgn0038546)	-promoter-TSS (FBgn0038546)	-98	FBgn0038546	FBgn0038546	FBtr0083529						NA
ManzF3Heat_REP1.mLb.clN_peak_11583	chrX	18783505	18783999	+	37	NA	promoter-TSS (FBgn0030956)	-promoter-TSS (FBgn0030956)	-258	FBgn0030956	FBgn0030956	FBtr0074661						NA
ManzF3Heat_REP1.mLb.clN_peak_3096	chr2R	13953618	13954221	+	37	NA	promoter-TSS (FBgn0050481)	-promoter-TSS (FBgn0050481)	-276	FBgn0050481	FBgn0050481	FBtr0100285						NA
ManzF3Heat_REP1.mLb.clN_peak_4852	chr3L	4277933	4278292	+	37	NA	TTS (FBgn0035522)	-TTS (FBgn0035522)	150	FBgn0035523	FBgn0035523	FBtr0333566						NA
ManzF3Heat_REP1.mLb.clN_peak_903	chr2L	10200950	10201103	+	37	NA	promoter-TSS (FBgn0005593)	-promoter-TSS (FBgn0005593)	22	FBgn0005593	FBgn0005593	FBtr0343653						NA
ManzF3Heat_REP1.mLb.clN_peak_3548	chr2R	18288799	18288940	+	37	NA	promoter-TSS (FBgn0034321)	-promoter-TSS (FBgn0034321)	-4977	FBgn0034321	FBgn0034321	FBtr0340332						NA
ManzF3Heat_REP1.mLb.clN_peak_11726	chrX	19865964	19867183	+	37	NA	intron (FBgn0052529, intron 1 of 8)	-intron (FBgn0052529, intron 1 of 8)	427	FBgn0052529	FBgn0052529	FBtr0332993						NA
ManzF3Heat_REP1.mLb.clN_peak_416	chr2L	4810196	4811984	+	37	NA	TTS (FBgn0266835)	-TTS (FBgn0266835)	855	FBgn0266835	FBgn0266835	FBtr0345563						NA
ManzF3Heat_REP1.mLb.clN_peak_2483	chr2R	8667681	8667830	+	37	NA	intron (FBgn0263120, intron 2 of 10)	-intron (FBgn0263120, intron 2 of 10)	-7815	FBgn0263120	FBgn0263120	FBtr0100427						NA
ManzF3Heat_REP1.mLb.clN_peak_7726	chr3R	12080734	12080892	+	37	NA	promoter-TSS (FBgn0037989)	-promoter-TSS (FBgn0037989)	9799	FBgn0037989	FBgn0037989	FBtr0339646						NA
ManzF3Heat_REP1.mLb.clN_peak_9605	chr4	671061	671540	+	37	NA	exon (FBgn0039920, exon 2 of 4)	-exon (FBgn0039920, exon 2 of 4)	158	FBgn0039920	FBgn0039920	FBtr0310539						NA
ManzF3Heat_REP1.mLb.clN_peak_6516	chr3L	21574448	21574716	+	37	NA	promoter-TSS (FBgn0052441)	-promoter-TSS (FBgn0052441)	451	FBgn0052441	FBgn0052441	FBtr0300058						NA
ManzF3Heat_REP1.mLb.clN_peak_10002	chrX	2262418	2262878	+	37	NA	promoter-TSS (FBgn0023527)	-promoter-TSS (FBgn0023527)	-189	FBgn0023527	FBgn0023527	FBtr0070398						NA
ManzF3Heat_REP1.mLb.clN_peak_5339	chr3L	9430253	9430592	+	37	NA	promoter-TSS (FBgn0005533)	-promoter-TSS (FBgn0005533)	110	FBgn0040305	FBgn0040305	FBtr0344236						NA
ManzF3Heat_REP1.mLb.clN_peak_2354	chr2R	7698868	7699580	+	37	NA	promoter-TSS (FBgn0050493)	-promoter-TSS (FBgn0050493)	-29	FBgn0050493	FBgn0050493	FBtr0088925						NA
ManzF3Heat_REP1.mLb.clN_peak_9567	chr4	404375	404541	+	37	NA	Intergenic	Intergenic	9062	FBgn0264819	FBgn0264819	FBtr0334480						NA
ManzF3Heat_REP1.mLb.clN_peak_1155	chr2L	13666024	13666252	+	37	NA	intron (FBgn0028527, intron 1 of 5)	-intron (FBgn0028527, intron 1 of 4)	613	FBgn0028527	FBgn0028527	FBtr0331332						NA
ManzF3Heat_REP1.mLb.clN_peak_1893	chr2L	22108234	22108974	+	37	NA	promoter-TSS (FBgn0032973)	-promoter-TSS (FBgn0032973)	-360	FBgn0032973	FBgn0032973	FBtr0344787						NA
ManzF3Heat_REP1.mLb.clN_peak_4486	chr3L	871813	872048	+	37	NA	promoter-TSS (FBgn0052479)	-promoter-TSS (FBgn0052479)	-981	FBgn0052479	FBgn0052479	FBtr0333267						NA
ManzF3Heat_REP1.mLb.clN_peak_6336	chr3L	19978102	19978413	+	37	NA	TTS (FBgn0004852)	-TTS (FBgn0004852)	1555	FBgn0036922	FBgn0036922	FBtr0346534						NA
ManzF3Heat_REP1.mLb.clN_peak_10806	chrX	10767867	10768529	+	37	NA	promoter-TSS (FBgn0030228)	-promoter-TSS (FBgn0030228)	-374	FBgn0030228	FBgn0030228	FBtr0334456						NA
ManzF3Heat_REP1.mLb.clN_peak_1370	chr2L	16269432	16269922	+	37	NA	intron (FBgn0001994, intron 2 of 2)	-intron (FBgn0001994, intron 2 of 2)	7536	FBgn0028897	FBgn0028897	FBtr0080825						NA
ManzF3Heat_REP1.mLb.clN_peak_7804	chr3R	13051198	13052518	+	37	NA	promoter-TSS (FBgn0260962)	-promoter-TSS (FBgn0260962)	-387	FBgn0260962	FBgn0260962	FBtr0082709						NA
ManzF3Heat_REP1.mLb.clN_peak_5486	chr3L	10988413	10989854	+	37	NA	intron (FBgn0013469, intron 2 of 2)	-intron (FBgn0013469, intron 2 of 2)	-10831	FBgn0267309	FBgn0267309	FBtr0346564						NA
ManzF3Heat_REP1.mLb.clN_peak_6316	chr3L	19813289	19813687	+	36	NA	promoter-TSS (FBgn0036910)	-promoter-TSS (FBgn0036910)	-149	FBgn0036910	FBgn0036910	FBtr0074925						NA
ManzF3Heat_REP1.mLb.clN_peak_5473	chr3L	10857515	10857926	+	36	NA	promoter-TSS (FBgn0026160)	-promoter-TSS (FBgn0026160)	-7030	FBgn0266679	FBgn0266679	FBtr0345044						NA
ManzF3Heat_REP1.mLb.clN_peak_2666	chr2R	10225068	10225642	+	36	NA	intron (FBgn0000448, intron 1 of 9)	-intron (FBgn0000448, intron 1 of 8)	2602	FBgn0284237	FBgn0284237	FBtr0452142						NA
ManzF3Heat_REP1.mLb.clN_peak_1109	chr2L	13165098	13166097	+	36	NA	promoter-TSS (FBgn0024291)	-promoter-TSS (FBgn0024291)	33	FBgn0024291	FBgn0024291	FBtr0080434						NA
ManzF3Heat_REP1.mLb.clN_peak_1012	chr2L	11808817	11808947	+	36	NA	promoter-TSS (FBgn0020309)	-promoter-TSS (FBgn0020309)	556	FBgn0020309	FBgn0020309	FBtr0335476						NA
ManzF3Heat_REP1.mLb.clN_peak_8903	chr3R	25647888	25648150	+	36	NA	promoter-TSS (FBgn0039350)	-promoter-TSS (FBgn0039350)	-2553	FBgn0267577	FBgn0267577	FBtr0346991						NA
ManzF3Heat_REP1.mLb.clN_peak_7219	chr3R	6741633	6742732	+	36	NA	promoter-TSS (FBgn0051481)	-promoter-TSS (FBgn0051481)	-119	FBgn0051481	FBgn0051481	FBtr0089279						NA
ManzF3Heat_REP1.mLb.clN_peak_5006	chr3L	6094752	6095431	+	36	NA	promoter-TSS (FBgn0035679)	-promoter-TSS (FBgn0035679)	104	FBgn0061492	FBgn0061492	FBtr0301448						NA
ManzF3Heat_REP1.mLb.clN_peak_10392	chrX	6219864	6220248	+	36	NA	promoter-TSS (FBgn0029849)	-promoter-TSS (FBgn0029849)	-199	FBgn0029849	FBgn0029849	FBtr0070875						NA
ManzF3Heat_REP1.mLb.clN_peak_2157	chr2R	6241605	6242538	+	36	NA	promoter-TSS (FBgn0286511)	-promoter-TSS (FBgn0286511)	-3441	FBgn0286511	FBgn0286511	FBtr0336520						NA
ManzF3Heat_REP1.mLb.clN_peak_9321	chr3R	30470434	30471311	+	36	NA	intron (FBgn0039776, intron 1 of 8)	-intron (FBgn0039776, intron 1 of 8)	4822	FBgn0039776	FBgn0039776	FBtr0085650						NA
ManzF3Heat_REP1.mLb.clN_peak_7302	chr3R	7530312	7530784	+	36	NA	promoter-TSS (FBgn0003885)	-promoter-TSS (FBgn0003885)	-205	FBgn0003885	FBgn0003885	FBtr0081538						NA
ManzF3Heat_REP1.mLb.clN_peak_11083	chrX	13933921	13934230	+	36	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	-21161	FBgn0030536	FBgn0030536	FBtr0073854						NA
ManzF3Heat_REP1.mLb.clN_peak_9658	chr4	1060405	1061013	+	36	NA	promoter-TSS (FBgn0087002)	-promoter-TSS (FBgn0087002)	-1969	FBgn0087002	FBgn0087002	FBtr0334627						NA
ManzF3Heat_REP1.mLb.clN_peak_11093	chrX	13996027	13997387	+	36	NA	promoter-TSS (FBgn0000173)	-promoter-TSS (FBgn0000173)	50	FBgn0000173	FBgn0000173	FBtr0332844						NA
ManzF3Heat_REP1.mLb.clN_peak_4863	chr3L	4413904	4414589	+	36	NA	promoter-TSS (FBgn0035542)	-promoter-TSS (FBgn0035542)	-111	FBgn0035542	FBgn0035542	FBtr0073295						NA
ManzF3Heat_REP1.mLb.clN_peak_6350	chr3L	20140582	20140979	+	36	NA	promoter-TSS (FBgn0036942)	-promoter-TSS (FBgn0036942)	-173	FBgn0036942	FBgn0036942	FBtr0074864						NA
ManzF3Heat_REP1.mLb.clN_peak_3996	chr2R	22212850	22213444	+	36	NA	TTS (FBgn0034713)	-TTS (FBgn0034713)	312	FBgn0025186	FBgn0025186	FBtr0071774						NA
ManzF3Heat_REP1.mLb.clN_peak_961	chr2L	11065415	11067198	+	36	NA	intron (FBgn0032330, intron 1 of 6)	-intron (FBgn0032330, intron 1 of 6)	-4721	FBgn0032335	FBgn0032335	FBtr0080193						NA
ManzF3Heat_REP1.mLb.clN_peak_6614	chr3L	22287981	22288824	+	36	NA	promoter-TSS (FBgn0027086)	-promoter-TSS (FBgn0027086)	-207	FBgn0011771	FBgn0011771	FBtr0078510						NA
ManzF3Heat_REP1.mLb.clN_peak_5844	chr3L	14761907	14762043	+	36	NA	promoter-TSS (FBgn0036446)	-promoter-TSS (FBgn0036446)	-53	FBgn0036446	FBgn0036446	FBtr0333044						NA
ManzF3Heat_REP1.mLb.clN_peak_870	chr2L	9613280	9613611	+	36	NA	promoter-TSS (FBgn0040070)	-promoter-TSS (FBgn0040070)	31	FBgn0040070	FBgn0040070	FBtr0079839						NA
ManzF3Heat_REP1.mLb.clN_peak_5438	chr3L	10631077	10631298	+	36	NA	promoter-TSS (FBgn0001179)	-promoter-TSS (FBgn0001179)	108	FBgn0054001	FBgn0054001	FBtr0334066						NA
ManzF3Heat_REP1.mLb.clN_peak_2481	chr2R	8655532	8656135	+	36	NA	intron (FBgn0003892, intron 1 of 5)	-intron (FBgn0003892, intron 1 of 5)	-4337	FBgn0265308	FBgn0265308	FBtr0339355						NA
ManzF3Heat_REP1.mLb.clN_peak_3502	chr2R	17766778	17767341	+	36	NA	promoter-TSS (FBgn0034277)	-promoter-TSS (FBgn0034277)	11	FBgn0034277	FBgn0034277	FBtr0340276						NA
ManzF3Heat_REP1.mLb.clN_peak_10266	chrX	4686294	4686951	+	36	NA	exon (FBgn0022768, exon 1 of 3)	-exon (FBgn0022768, exon 1 of 3)	281	FBgn0022768	FBgn0022768	FBtr0343531						NA
ManzF3Heat_REP1.mLb.clN_peak_2220	chr2R	6756496	6757375	+	36	NA	TTS (FBgn0027066)	-TTS (FBgn0027066)	104	FBgn0033100	FBgn0033100	FBtr0086135						NA
ManzF3Heat_REP1.mLb.clN_peak_2452	chr2R	8461650	8462895	+	36	NA	promoter-TSS (FBgn0050359)	-promoter-TSS (FBgn0050359)	-481	FBgn0050359	FBgn0050359	FBtr0339279						NA
ManzF3Heat_REP1.mLb.clN_peak_7897	chr3R	14018487	14018683	+	36	NA	intron (FBgn0264493, intron 2 of 8)	-intron (FBgn0264493, intron 2 of 8)	-10643	FBgn0038194	FBgn0038194	FBtr0089766						NA
ManzF3Heat_REP1.mLb.clN_peak_6299	chr3L	19598661	19599198	+	36	NA	promoter-TSS (FBgn0010417)	-promoter-TSS (FBgn0010417)	-159	FBgn0010417	FBgn0010417	FBtr0333272						NA
ManzF3Heat_REP1.mLb.clN_peak_6720	chr3L	23095430	23095621	+	36	NA	promoter-TSS (FBgn0024733)	-promoter-TSS (FBgn0024733)	-54	FBgn0024733	FBgn0024733	FBtr0333910						NA
ManzF3Heat_REP1.mLb.clN_peak_114	chr2L	1077093	1077914	+	36	NA	promoter-TSS (FBgn0015905)	-promoter-TSS (FBgn0015905)	308	FBgn0003310	FBgn0003310	FBtr0077994						NA
ManzF3Heat_REP1.mLb.clN_peak_966	chr2L	11130639	11131081	+	36	NA	promoter-TSS (FBgn0028700)	-promoter-TSS (FBgn0028700)	123	FBgn0032348	FBgn0032348	FBtr0080200						NA
ManzF3Heat_REP1.mLb.clN_peak_2583	chr2R	9451232	9451499	+	36	NA	intron (FBgn0287478, intron 3 of 19)	-intron (FBgn0287478, intron 3 of 18)	2690	FBgn0053758	FBgn0053758	FBtr0091759						NA
ManzF3Heat_REP1.mLb.clN_peak_4974	chr3L	5749924	5752187	+	36	NA	exon (FBgn0263106, exon 2 of 2)	-exon (FBgn0263106, exon 2 of 2)	1134	FBgn0263106	FBgn0263106	FBtr0077123						NA
ManzF3Heat_REP1.mLb.clN_peak_7558	chr3R	10144582	10145082	+	36	NA	promoter-TSS (FBgn0037792)	-promoter-TSS (FBgn0037792)	164	FBgn0086359	FBgn0086359	FBtr0082181						NA
ManzF3Heat_REP1.mLb.clN_peak_1393	chr2L	16519635	16521812	+	36	NA	promoter-TSS (FBgn0032587)	-promoter-TSS (FBgn0032587)	8199	FBgn0086038	FBgn0086038	FBtr0114314						NA
ManzF3Heat_REP1.mLb.clN_peak_6854	chr3R	4232253	4232458	+	36	NA	promoter-TSS (FBgn0015331)	-promoter-TSS (FBgn0015331)	-13	FBgn0037220	FBgn0037220	FBtr0078985						NA
ManzF3Heat_REP1.mLb.clN_peak_9183	chr3R	29122842	29123692	+	36	NA	promoter-TSS (FBgn0039637)	-promoter-TSS (FBgn0039637)	-149	FBgn0039637	FBgn0039637	FBtr0085373						NA
ManzF3Heat_REP1.mLb.clN_peak_10920	chrX	12241249	12241587	+	36	NA	intron (FBgn0267001, intron 1 of 13)	-intron (FBgn0267001, intron 1 of 14)	-5541	FBgn0052655	FBgn0052655	FBtr0073633						NA
ManzF3Heat_REP1.mLb.clN_peak_8244	chr3R	18166400	18166532	+	36	NA	promoter-TSS (FBgn0038570)	-promoter-TSS (FBgn0038570)	32	FBgn0038570	FBgn0038570	FBtr0100619						NA
ManzF3Heat_REP1.mLb.clN_peak_7806	chr3R	13064162	13064442	+	36	NA	intron (FBgn0004666, intron 1 of 7)	-intron (FBgn0004666, intron 1 of 7)	6547	FBgn0004666	FBgn0004666	FBtr0334614						NA
ManzF3Heat_REP1.mLb.clN_peak_6646	chr3L	22470404	22470646	+	36	NA	promoter-TSS (FBgn0037166)	-promoter-TSS (FBgn0037166)	-31	FBgn0037166	FBgn0037166	FBtr0078506						NA
ManzF3Heat_REP1.mLb.clN_peak_6182	chr3L	18397926	18398743	+	36	NA	exon (FBgn0011706, exon 1 of 1)	-exon (FBgn0011706, exon 1 of 1)	101	FBgn0011706	FBgn0011706	FBtr0075120						NA
ManzF3Heat_REP1.mLb.clN_peak_9509	chr3R	31986903	31987337	+	36	NA	exon (FBgn0039886, exon 1 of 4)	-exon (FBgn0039886, exon 1 of 4)	271	FBgn0039886	FBgn0039886	FBtr0085871						NA
ManzF3Heat_REP1.mLb.clN_peak_10616	chrX	8709186	8709817	+	36	NA	promoter-TSS (FBgn0041629)	-promoter-TSS (FBgn0041629)	-151	FBgn0041629	FBgn0041629	FBtr0071249						NA
ManzF3Heat_REP1.mLb.clN_peak_22	chr2L	220553	220713	+	36	NA	TTS (FBgn0265151)	-TTS (FBgn0265151)	982	FBgn0265151	FBgn0265151	FBtr0336984						NA
ManzF3Heat_REP1.mLb.clN_peak_5569	chr3L	11776819	11777726	+	36	NA	intron (FBgn0036205, intron 1 of 3)	-intron (FBgn0036205, intron 1 of 3)	199	FBgn0036205	FBgn0036205	FBtr0332128						NA
ManzF3Heat_REP1.mLb.clN_peak_6122	chr3L	17878898	17879108	+	36	NA	promoter-TSS (FBgn0036765)	-promoter-TSS (FBgn0036765)	-93	FBgn0036765	FBgn0036765	FBtr0300281						NA
ManzF3Heat_REP1.mLb.clN_peak_3339	chr2R	16150472	16151013	+	36	NA	promoter-TSS (FBgn0034081)	-promoter-TSS (FBgn0034081)	619	FBgn0034083	FBgn0034083	FBtr0302084						NA
ManzF3Heat_REP1.mLb.clN_peak_10393	chrX	6224181	6225008	+	36	NA	promoter-TSS (FBgn0003514)	-promoter-TSS (FBgn0003514)	-437	FBgn0003514	FBgn0003514	FBtr0070877						NA
ManzF3Heat_REP1.mLb.clN_peak_45	chr2L	421407	421562	+	36	NA	promoter-TSS (FBgn0031254)	-promoter-TSS (FBgn0031254)	-34	FBgn0031253	FBgn0031253	FBtr0078089						NA
ManzF3Heat_REP1.mLb.clN_peak_11237	chrX	15453316	15453698	+	36	NA	promoter-TSS (FBgn0030638)	-promoter-TSS (FBgn0030638)	36	FBgn0030638	FBgn0030638	FBtr0074031						NA
ManzF3Heat_REP1.mLb.clN_peak_8956	chr3R	26318058	26318493	+	36	NA	promoter-TSS (FBgn0053970)	-promoter-TSS (FBgn0053970)	-80	FBgn0053970	FBgn0053970	FBtr0346107						NA
ManzF3Heat_REP1.mLb.clN_peak_8064	chr3R	15976280	15976564	+	36	NA	promoter-TSS (FBgn0022787)	-promoter-TSS (FBgn0022787)	-143	FBgn0022787	FBgn0022787	FBtr0344471						NA
ManzF3Heat_REP1.mLb.clN_peak_2951	chr2R	12528803	12529740	+	36	NA	exon (FBgn0011592, exon 1 of 10)	-exon (FBgn0011592, exon 1 of 10)	218	FBgn0011592	FBgn0011592	FBtr0339649						NA
ManzF3Heat_REP1.mLb.clN_peak_1263	chr2L	14658983	14659158	+	36	NA	intron (FBgn0003016, intron 1 of 11)	-intron (FBgn0003016, intron 1 of 10)	30270	FBgn0003016	FBgn0003016	FBtr0301496						NA
ManzF3Heat_REP1.mLb.clN_peak_7955	chr3R	14624368	14624598	+	36	NA	intron (FBgn0003169, intron 1 of 5)	-intron (FBgn0003169, intron 1 of 5)	1220	FBgn0003169	FBgn0003169	FBtr0334030						NA
ManzF3Heat_REP1.mLb.clN_peak_6820	chr3R	1018119	1018326	+	36	NA	intron (FBgn0267431, intron 5 of 21)	-intron (FBgn0267431, intron 5 of 21)	-12949	FBgn0039987	FBgn0039987	FBtr0302440						NA
ManzF3Heat_REP1.mLb.clN_peak_4170	chr2R	23614645	23614929	+	36	NA	promoter-TSS (FBgn0034885)	-promoter-TSS (FBgn0034885)	1967	FBgn0034883	FBgn0034883	FBtr0336928						NA
ManzF3Heat_REP1.mLb.clN_peak_7548	chr3R	10087219	10087683	+	36	NA	intron (FBgn0266414, intron 1 of 1)	-intron (FBgn0266414, intron 1 of 1)	4070	FBgn0266414	FBgn0266414	FBtr0344594						NA
ManzF3Heat_REP1.mLb.clN_peak_9718	chrX	329243	330254	+	36	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0024989, intron 1 of 5)	5053	FBgn0052816	FBgn0052816	FBtr0273442						NA
ManzF3Heat_REP1.mLb.clN_peak_3014	chr2R	13171181	13171777	+	36	NA	promoter-TSS (FBgn0053138)	-promoter-TSS (FBgn0053138)	78	FBgn0053138	FBgn0053138	FBtr0087732						NA
ManzF3Heat_REP1.mLb.clN_peak_8183	chr3R	17385777	17386155	+	36	NA	promoter-TSS (FBgn0262871)	-promoter-TSS (FBgn0262871)	75	FBgn0262871	FBgn0262871	FBtr0330037						NA
ManzF3Heat_REP1.mLb.clN_peak_10097	chrX	3136401	3136742	+	36	NA	intron (FBgn0004647, intron 1 of 8)	-intron (FBgn0004647, intron 1 of 8)	1701	FBgn0004647	FBgn0004647	FBtr0070507						NA
