PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP2.mLb.clN_peak_6222	chr2R	24668919	24670523	+	53	NA	promoter-TSS (FBgn0261373)	-promoter-TSS (FBgn0261373)	324	FBgn0035047	FBgn0035047	FBtr0072327						NA
ManzF6HSan_REP2.mLb.clN_peak_7981	chr3L	13015959	13016646	+	53	NA	promoter-TSS (FBgn0036333)	-promoter-TSS (FBgn0036333)	252	FBgn0036334	FBgn0036334	FBtr0075875						NA
ManzF6HSan_REP2.mLb.clN_peak_6127	chr2R	24162345	24162712	+	53	NA	promoter-TSS (FBgn0034985)	-promoter-TSS (FBgn0034985)	39	FBgn0034985	FBgn0034985	FBtr0479650						NA
ManzF6HSan_REP2.mLb.clN_peak_1013	chr2L	8433193	8433848	+	53	NA	promoter-TSS (FBgn0001137)	-promoter-TSS (FBgn0001137)	78	FBgn0001137	FBgn0001137	FBtr0079708						NA
ManzF6HSan_REP2.mLb.clN_peak_7900	chr3L	12390902	12391774	+	53	NA	exon (FBgn0036279, exon 1 of 17)	-exon (FBgn0036279, exon 1 of 17)	106	FBgn0036279	FBgn0036279	FBtr0333840						NA
ManzF6HSan_REP2.mLb.clN_peak_7722	chr3L	11035211	11035718	+	53	NA	TTS (FBgn0263776)	-TTS (FBgn0263776)	662	FBgn0265740	FBgn0265740	FBtr0340697						NA
ManzF6HSan_REP2.mLb.clN_peak_1865	chr2L	17496948	17498116	+	53	NA	promoter-TSS (FBgn0003187)	-promoter-TSS (FBgn0003187)	521	FBgn0267279	FBgn0267279	FBtr0346495						NA
ManzF6HSan_REP2.mLb.clN_peak_8022	chr3L	13432392	13433825	+	53	NA	promoter-TSS (FBgn0012010)	-promoter-TSS (FBgn0012010)	60	FBgn0012010	FBgn0012010	FBtr0075847						NA
ManzF6HSan_REP2.mLb.clN_peak_8060	chr3L	13993395	13995464	+	53	NA	intron (FBgn0250848, intron 1 of 2)	-intron (FBgn0250848, intron 1 of 2)	198	FBgn0250848	FBgn0250848	FBtr0075766						NA
ManzF6HSan_REP2.mLb.clN_peak_14027	chrX	6089655	6091533	+	53	NA	promoter-TSS (FBgn0029840)	-promoter-TSS (FBgn0029840)	-393	FBgn0029840	FBgn0029840	FBtr0345895						NA
ManzF6HSan_REP2.mLb.clN_peak_15184	chrX	14289873	14290689	+	53	NA	promoter-TSS (FBgn0030562)	-promoter-TSS (FBgn0030562)	-888	FBgn0030562	FBgn0030562	FBtr0073920						NA
ManzF6HSan_REP2.mLb.clN_peak_748	chr2L	6546919	6547172	+	53	NA	promoter-TSS (FBgn0000320)	-promoter-TSS (FBgn0000320)	-4809	FBgn0266002	FBgn0266002	FBtr0343156						NA
ManzF6HSan_REP2.mLb.clN_peak_5162	chr2R	17766737	17767254	+	53	NA	promoter-TSS (FBgn0034277)	-promoter-TSS (FBgn0034277)	75	FBgn0034277	FBgn0034277	FBtr0340276						NA
ManzF6HSan_REP2.mLb.clN_peak_14744	chrX	11128799	11129109	+	53	NA	TTS (FBgn0030268)	-TTS (FBgn0030268)	133	FBgn0010391	FBgn0010391	FBtr0073480						NA
ManzF6HSan_REP2.mLb.clN_peak_11460	chr3R	20913736	20914771	+	53	NA	promoter-TSS (FBgn0038842)	-promoter-TSS (FBgn0038842)	-43	FBgn0038842	FBgn0038842	FBtr0113257						NA
ManzF6HSan_REP2.mLb.clN_peak_909	chr2L	7872190	7873062	+	53	NA	promoter-TSS (FBgn0011861)	-promoter-TSS (FBgn0011861)	-223	FBgn0011861	FBgn0011861	FBtr0079528						NA
ManzF6HSan_REP2.mLb.clN_peak_2019	chr2L	19424726	19426762	+	53	NA	promoter-TSS (FBgn0032780)	-promoter-TSS (FBgn0032780)	1694	FBgn0032780	FBgn0032780	FBtr0335465						NA
ManzF6HSan_REP2.mLb.clN_peak_11058	chr3R	16798499	16798944	+	53	NA	Intergenic	Intergenic	-1879	FBgn0267314	FBgn0267314	FBtr0346595						NA
ManzF6HSan_REP2.mLb.clN_peak_3663	chr2R	9942722	9943735	+	53	NA	exon (FBgn0011656, exon 1 of 11)	-exon (FBgn0011656, exon 1 of 11)	-13613	FBgn0011656	FBgn0011656	FBtr0330708						NA
ManzF6HSan_REP2.mLb.clN_peak_1350	chr2L	11100166	11101103	+	52	NA	TTS (FBgn0032341)	-TTS (FBgn0032341)	254	FBgn0283682	FBgn0283682	FBtr0080231						NA
ManzF6HSan_REP2.mLb.clN_peak_15305	chrX	15496496	15498192	+	52	NA	TTS (FBgn0266182)	-TTS (FBgn0266182)	518	FBgn0266182	FBgn0266182	FBtr0343766						NA
ManzF6HSan_REP2.mLb.clN_peak_10397	chr3R	10862414	10864202	+	52	NA	promoter-TSS (FBgn0037846)	-promoter-TSS (FBgn0037846)	-320	FBgn0037846	FBgn0037846	FBtr0082297						NA
ManzF6HSan_REP2.mLb.clN_peak_305	chr2L	2829469	2831049	+	52	NA	promoter-TSS (FBgn0283531)	-promoter-TSS (FBgn0283531)	-11	FBgn0283531	FBgn0283531	FBtr0335133						NA
ManzF6HSan_REP2.mLb.clN_peak_4561	chr2R	14361823	14363961	+	52	NA	promoter-TSS (FBgn0033929)	-promoter-TSS (FBgn0033929)	-156	FBgn0033929	FBgn0033929	FBtr0305616						NA
ManzF6HSan_REP2.mLb.clN_peak_4522	chr2R	14189208	14190108	+	52	NA	exon (FBgn0050069, exon 5 of 5)	-exon (FBgn0050069, exon 5 of 5)	4454	FBgn0050069	FBgn0050069	FBtr0087530						NA
ManzF6HSan_REP2.mLb.clN_peak_13819	chrX	4604580	4605630	+	52	NA	intron (FBgn0052773, intron 1 of 4)	-intron (FBgn0052773, intron 1 of 4)	6280	FBgn0052773	FBgn0052773	FBtr0344480						NA
ManzF6HSan_REP2.mLb.clN_peak_15232	chrX	14947513	14947695	+	52	NA	intron (FBgn0027601, intron 3 of 6)	-intron (FBgn0027601, intron 1 of 4)	5928	FBgn0027601	FBgn0027601	FBtr0343521						NA
ManzF6HSan_REP2.mLb.clN_peak_9057	chr3L	21617234	21618934	+	52	NA	promoter-TSS (FBgn0037105)	-promoter-TSS (FBgn0037105)	413	FBgn0037106	FBgn0037106	FBtr0333391						NA
ManzF6HSan_REP2.mLb.clN_peak_15638	chrX	17718986	17719348	+	52	NA	intron (FBgn0261570, intron 1 of 7)	-intron (FBgn0261570, intron 1 of 7)	-9514	FBgn0030864	FBgn0030864	FBtr0074475						NA
ManzF6HSan_REP2.mLb.clN_peak_7028	chr3L	4623301	4623811	+	52	NA	TTS (FBgn0052246)	-TTS (FBgn0052246)	2337	FBgn0052246	FBgn0052246	FBtr0302941						NA
ManzF6HSan_REP2.mLb.clN_peak_435	chr2L	3805657	3806734	+	52	NA	exon (FBgn0021800, exon 1 of 4)	-exon (FBgn0021800, exon 1 of 4)	513	FBgn0021800	FBgn0021800	FBtr0077497						NA
ManzF6HSan_REP2.mLb.clN_peak_8669	chr3L	18896063	18896760	+	52	NA	promoter-TSS (FBgn0086661)	-promoter-TSS (FBgn0086661)	45	FBgn0086661	FBgn0086661	FBtr0091666						NA
ManzF6HSan_REP2.mLb.clN_peak_4960	chr2R	16579346	16580795	+	52	NA	promoter-TSS (FBgn0016131)	-promoter-TSS (FBgn0016131)	305	FBgn0016131	FBgn0016131	FBtr0345340						NA
ManzF6HSan_REP2.mLb.clN_peak_7736	chr3L	11074144	11074745	+	52	NA	promoter-TSS (FBgn0036124)	-promoter-TSS (FBgn0036124)	-56	FBgn0010741	FBgn0010741	FBtr0332708						NA
ManzF6HSan_REP2.mLb.clN_peak_12067	chr3R	25626874	25627188	+	52	NA	promoter-TSS (FBgn0039349)	-promoter-TSS (FBgn0039349)	-107	FBgn0039349	FBgn0039349	FBtr0300728						NA
ManzF6HSan_REP2.mLb.clN_peak_10158	chr3R	9038917	9040520	+	52	NA	promoter-TSS (FBgn0037657)	-promoter-TSS (FBgn0037657)	-247	FBgn0002932	FBgn0002932	FBtr0300414						NA
ManzF6HSan_REP2.mLb.clN_peak_13628	chrX	3389378	3390373	+	52	NA	exon (FBgn0262656, exon 3 of 3)	-exon (FBgn0262656, exon 3 of 3)	16716	FBgn0262656	FBgn0262656	FBtr0331605						NA
ManzF6HSan_REP2.mLb.clN_peak_740	chr2L	6488750	6489376	+	52	NA	promoter-TSS (FBgn0027496)	-promoter-TSS (FBgn0027496)	-27	FBgn0027496	FBgn0027496	FBtr0079261						NA
ManzF6HSan_REP2.mLb.clN_peak_13488	chrX	2325466	2326027	+	52	NA	promoter-TSS (FBgn0040392)	-promoter-TSS (FBgn0040392)	471	FBgn0040392	FBgn0040392	FBtr0308937						NA
ManzF6HSan_REP2.mLb.clN_peak_6803	chr3L	3133990	3134362	+	52	NA	promoter-TSS (FBgn0035400)	-promoter-TSS (FBgn0035400)	4	FBgn0035400	FBgn0035400	FBtr0073115						NA
ManzF6HSan_REP2.mLb.clN_peak_12346	chr3R	29026709	29028041	+	52	NA	promoter-TSS (FBgn0039622)	-promoter-TSS (FBgn0039622)	139	FBgn0039623	FBgn0039623	FBtr0085342						NA
ManzF6HSan_REP2.mLb.clN_peak_7059	chr3L	5186784	5188185	+	52	NA	intron (FBgn0052423, intron 3 of 11)	-intron (FBgn0052423, intron 3 of 10)	-2687	FBgn0052423	FBgn0052423	FBtr0308859						NA
ManzF6HSan_REP2.mLb.clN_peak_11674	chr3R	22461772	22462709	+	52	NA	promoter-TSS (FBgn0263351)	-promoter-TSS (FBgn0263351)	-186	FBgn0028688	FBgn0028688	FBtr0084294						NA
ManzF6HSan_REP2.mLb.clN_peak_5721	chr2R	21709216	21709690	+	52	NA	TTS (FBgn0050403)	-TTS (FBgn0050403)	142	FBgn0265962	FBgn0265962	FBtr0342964						NA
ManzF6HSan_REP2.mLb.clN_peak_505	chr2L	4459542	4459909	+	52	NA	promoter-TSS (FBgn0031608)	-promoter-TSS (FBgn0031608)	-4	FBgn0031608	FBgn0031608	FBtr0345632						NA
ManzF6HSan_REP2.mLb.clN_peak_8293	chr3L	16121889	16122426	+	52	NA	TTS (FBgn0010280)	-TTS (FBgn0010280)	155	FBgn0036571	FBgn0036571	FBtr0333292						NA
ManzF6HSan_REP2.mLb.clN_peak_14585	chrX	10082026	10082590	+	52	NA	promoter-TSS (FBgn0030177)	-promoter-TSS (FBgn0030177)	184	FBgn0052685	FBgn0052685	FBtr0308584						NA
ManzF6HSan_REP2.mLb.clN_peak_9395	chr3L	27108989	27109173	+	52	NA	Intergenic	Intergenic	-16882	FBgn0266687	FBgn0266687	FBtr0345054						NA
ManzF6HSan_REP2.mLb.clN_peak_6060	chr2R	23817821	23818479	+	52	NA	exon (FBgn0034909, exon 1 of 5)	-exon (FBgn0034909, exon 1 of 5)	177	FBgn0034909	FBgn0034909	FBtr0072239						NA
ManzF6HSan_REP2.mLb.clN_peak_10376	chr3R	10622224	10622430	+	52	NA	intron (FBgn0001235, intron 1 of 7)	-intron (FBgn0001235, intron 1 of 7)	-8051	FBgn0001235	FBgn0001235	FBtr0100454						NA
ManzF6HSan_REP2.mLb.clN_peak_10058	chr3R	8264247	8265407	+	52	NA	promoter-TSS (FBgn0014861)	-promoter-TSS (FBgn0014861)	-143	FBgn0014861	FBgn0014861	FBtr0081827						NA
ManzF6HSan_REP2.mLb.clN_peak_12566	chr3R	30803371	30804487	+	52	NA	intron (FBgn0011739, intron 1 of 7)	-intron (FBgn0011739, intron 1 of 7)	2690	FBgn0011739	FBgn0011739	FBtr0085720						NA
ManzF6HSan_REP2.mLb.clN_peak_7790	chr3L	11366427	11366762	+	52	NA	TTS (FBgn0266396)	-TTS (FBgn0266396)	-1709	FBgn0036155	FBgn0036155	FBtr0333387						NA
ManzF6HSan_REP2.mLb.clN_peak_10324	chr3R	10161089	10161410	+	52	NA	promoter-TSS (FBgn0037794)	-promoter-TSS (FBgn0037794)	82	FBgn0037794	FBgn0037794	FBtr0082184						NA
ManzF6HSan_REP2.mLb.clN_peak_7307	chr3L	7803401	7805706	+	52	NA	exon (FBgn0052369, exon 1 of 6)	-exon (FBgn0052369, exon 1 of 6)	5272	FBgn0052369	FBgn0052369	FBtr0304992						NA
ManzF6HSan_REP2.mLb.clN_peak_14842	chrX	11729880	11730147	+	52	NA	promoter-TSS (FBgn0260812)	-promoter-TSS (FBgn0260812)	-914	FBgn0260812	FBgn0260812	FBtr0301267						NA
ManzF6HSan_REP2.mLb.clN_peak_12262	chr3R	27937425	27939123	+	52	NA	promoter-TSS (FBgn0039560)	-promoter-TSS (FBgn0039560)	-288	FBgn0039560	FBgn0039560	FBtr0335013						NA
ManzF6HSan_REP2.mLb.clN_peak_861	chr2L	7412283	7412966	+	52	NA	TTS (FBgn0031910)	-TTS (FBgn0031910)	207	FBgn0028387	FBgn0028387	FBtr0332523						NA
ManzF6HSan_REP2.mLb.clN_peak_2191	chr2L	20885729	20886375	+	52	NA	promoter-TSS (FBgn0032901)	-promoter-TSS (FBgn0032901)	11938	FBgn0266316	FBgn0266316	FBtr0344046						NA
ManzF6HSan_REP2.mLb.clN_peak_7312	chr3L	7827827	7828391	+	52	NA	promoter-TSS (FBgn0016694)	-promoter-TSS (FBgn0016694)	-18284	FBgn0052369	FBgn0052369	FBtr0304992						NA
ManzF6HSan_REP2.mLb.clN_peak_15646	chrX	17749869	17751967	+	52	NA	intron (FBgn0261570, intron 8 of 8)	-intron (FBgn0261570, intron 5 of 5)	12505	FBgn0261570	FBgn0261570	FBtr0302834						NA
ManzF6HSan_REP2.mLb.clN_peak_6090	chr2R	23970047	23970686	+	52	NA	promoter-TSS (FBgn0034946)	-promoter-TSS (FBgn0034946)	61	FBgn0034946	FBgn0034946	FBtr0072155						NA
ManzF6HSan_REP2.mLb.clN_peak_5868	chr2R	22640898	22641508	+	52	NA	TTS (FBgn0040091)	-TTS (FBgn0040091)	216	FBgn0261596	FBgn0261596	FBtr0071935						NA
ManzF6HSan_REP2.mLb.clN_peak_4408	chr2R	13592735	13593902	+	52	NA	promoter-TSS (FBgn0033859)	-promoter-TSS (FBgn0033859)	21	FBgn0027581	FBgn0027581	FBtr0330618						NA
ManzF6HSan_REP2.mLb.clN_peak_10794	chr3R	14714048	14715012	+	52	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	9731	FBgn0262127	FBgn0262127	FBtr0344383						NA
ManzF6HSan_REP2.mLb.clN_peak_2385	chr2L	22128565	22130206	+	52	NA	exon (FBgn0025674, exon 1 of 1)	-exon (FBgn0025674, exon 1 of 1)	757	FBgn0025674	FBgn0025674	FBtr0085942						NA
ManzF6HSan_REP2.mLb.clN_peak_607	chr2L	5292259	5293674	+	52	NA	intron (FBgn0016076, intron 1 of 2)	-intron (FBgn0016076, intron 1 of 2)	-4299	FBgn0265956	FBgn0265956	FBtr0342938						NA
ManzF6HSan_REP2.mLb.clN_peak_15189	chrX	14580426	14581015	+	52	NA	exon (FBgn0030571, exon 1 of 4)	-exon (FBgn0030571, exon 1 of 4)	120	FBgn0030571	FBgn0030571	FBtr0339460						NA
ManzF6HSan_REP2.mLb.clN_peak_6370	chr3L	175649	176754	+	52	NA	promoter-TSS (FBgn0035102)	-promoter-TSS (FBgn0035102)	27	FBgn0035102	FBgn0035102	FBtr0072537						NA
ManzF6HSan_REP2.mLb.clN_peak_3689	chr2R	10045495	10046206	+	52	NA	TTS (FBgn0265341)	-TTS (FBgn0265341)	1815	FBgn0265341	FBgn0265341	FBtr0344611						NA
ManzF6HSan_REP2.mLb.clN_peak_9779	chr3R	5705166	5705513	+	52	NA	intron (FBgn0261261, intron 1 of 6)	-intron (FBgn0261261, intron 3 of 9)	2762	FBgn0261261	FBgn0261261	FBtr0334948						NA
ManzF6HSan_REP2.mLb.clN_peak_12180	chr3R	26875064	26877064	+	52	NA	promoter-TSS (FBgn0039461)	-promoter-TSS (FBgn0039461)	212	FBgn0002838	FBgn0002838	FBtr0085063						NA
ManzF6HSan_REP2.mLb.clN_peak_8257	chr3L	15924811	15925089	+	52	NA	promoter-TSS (FBgn0036544)	-promoter-TSS (FBgn0036544)	-89	FBgn0036544	FBgn0036544	FBtr0334071						NA
ManzF6HSan_REP2.mLb.clN_peak_10417	chr3R	11209276	11211780	+	52	NA	promoter-TSS (FBgn0037873)	-promoter-TSS (FBgn0037873)	281	FBgn0037874	FBgn0037874	FBtr0347181						NA
ManzF6HSan_REP2.mLb.clN_peak_9542	chr3R	4390180	4390619	+	52	NA	promoter-TSS (FBgn0037241)	-promoter-TSS (FBgn0037241)	33	FBgn0037241	FBgn0037241	FBtr0078919						NA
ManzF6HSan_REP2.mLb.clN_peak_4016	chr2R	11601294	11602462	+	52	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	3058	FBgn0033636	FBgn0033636	FBtr0113066						NA
ManzF6HSan_REP2.mLb.clN_peak_8406	chr3L	16786411	16786952	+	52	NA	TTS (FBgn0036663)	-TTS (FBgn0036663)	260	FBgn0025582	FBgn0025582	FBtr0075345						NA
ManzF6HSan_REP2.mLb.clN_peak_10827	chr3R	14885649	14886862	+	52	NA	promoter-TSS (FBgn0067628)	-promoter-TSS (FBgn0067628)	-9	FBgn0038269	FBgn0038269	FBtr0346063						NA
ManzF6HSan_REP2.mLb.clN_peak_742	chr2L	6494135	6494821	+	52	NA	promoter-TSS (FBgn0031824)	-promoter-TSS (FBgn0031824)	54	FBgn0031824	FBgn0031824	FBtr0079263						NA
ManzF6HSan_REP2.mLb.clN_peak_2166	chr2L	20770448	20772255	+	52	NA	exon (FBgn0000251, exon 1 of 2)	-exon (FBgn0000251, exon 1 of 2)	620	FBgn0000251	FBgn0000251	FBtr0335152						NA
ManzF6HSan_REP2.mLb.clN_peak_9435	chr3L	27997992	27998346	+	52	NA	intron (FBgn0287182, intron 2 of 3)	-intron (FBgn0287182, intron 2 of 3)	14430	FBgn0287182	FBgn0287182	FBtr0334934						NA
ManzF6HSan_REP2.mLb.clN_peak_7595	chr3L	9704307	9704918	+	52	NA	exon (FBgn0036032, exon 1 of 2)	-exon (FBgn0036032, exon 1 of 2)	281	FBgn0036032	FBgn0036032	FBtr0330098						NA
ManzF6HSan_REP2.mLb.clN_peak_5492	chr2R	20129093	20129233	+	52	NA	Intergenic	Intergenic	7999	FBgn0265845	FBgn0265845	FBtr0342689						NA
ManzF6HSan_REP2.mLb.clN_peak_6503	chr3L	836949	838014	+	52	NA	promoter-TSS (FBgn0035165)	-promoter-TSS (FBgn0035165)	340	FBgn0035164	FBgn0035164	FBtr0331403						NA
ManzF6HSan_REP2.mLb.clN_peak_11954	chr3R	24767702	24769645	+	52	NA	promoter-TSS (FBgn0040600)	-promoter-TSS (FBgn0040600)	-189	FBgn0267210	FBgn0267210	FBtr0346366						NA
ManzF6HSan_REP2.mLb.clN_peak_6389	chr3L	291925	293147	+	52	NA	promoter-TSS (FBgn0264707)	-promoter-TSS (FBgn0264707)	-7505	FBgn0264707	FBgn0264707	FBtr0333962						NA
ManzF6HSan_REP2.mLb.clN_peak_7575	chr3L	9511128	9511902	+	52	NA	promoter-TSS (FBgn0010408)	-promoter-TSS (FBgn0010408)	-210	FBgn0010408	FBgn0010408	FBtr0076424						NA
ManzF6HSan_REP2.mLb.clN_peak_13435	chrX	2070062	2070870	+	52	NA	TTS (FBgn0025627)	-TTS (FBgn0025627)	-1244	FBgn0265532	FBgn0265532	FBtr0340111						NA
ManzF6HSan_REP2.mLb.clN_peak_13436	chrX	2073276	2073571	+	52	NA	promoter-TSS (FBgn0025628)	-promoter-TSS (FBgn0025628)	-728	FBgn0025628	FBgn0025628	FBtr0300254						NA
ManzF6HSan_REP2.mLb.clN_peak_2729	chr2R	5362622	5363424	+	52	NA	promoter-TSS (FBgn0033021)	-promoter-TSS (FBgn0033021)	81	FBgn0033021	FBgn0033021	FBtr0086092						NA
ManzF6HSan_REP2.mLb.clN_peak_4151	chr2R	12270871	12271490	+	52	NA	intron (FBgn0000253, intron 3 of 3)	-intron (FBgn0000253, intron 4 of 4)	-8591	FBgn0261611	FBgn0261611	FBtr0345483						NA
ManzF6HSan_REP2.mLb.clN_peak_14128	chrX	6800677	6801136	+	52	NA	promoter-TSS (FBgn0259228)	-promoter-TSS (FBgn0259228)	2687	FBgn0259228	FBgn0259228	FBtr0340087						NA
ManzF6HSan_REP2.mLb.clN_peak_7969	chr3L	12848966	12851148	+	52	NA	promoter-TSS (FBgn0036317)	-promoter-TSS (FBgn0036317)	-108	FBgn0036318	FBgn0036318	FBtr0332046						NA
ManzF6HSan_REP2.mLb.clN_peak_3992	chr2R	11469243	11469836	+	51	NA	Intergenic	Intergenic	-6169	FBgn0001269	FBgn0001269	FBtr0345673						NA
ManzF6HSan_REP2.mLb.clN_peak_12019	chr3R	25221472	25222019	+	51	NA	TTS (FBgn0051103)	-TTS (FBgn0051103)	156	FBgn0039293	FBgn0039293	FBtr0084808						NA
ManzF6HSan_REP2.mLb.clN_peak_12727	chr3R	32060988	32061758	+	51	NA	intron (FBgn0002645, intron 1 of 2)	-intron (FBgn0002645, intron 1 of 1)	7068	FBgn0002645	FBgn0002645	FBtr0334299						NA
ManzF6HSan_REP2.mLb.clN_peak_6637	chr3L	1746303	1747223	+	51	NA	promoter-TSS (FBgn0035267)	-promoter-TSS (FBgn0035267)	-144	FBgn0035267	FBgn0035267	FBtr0474139						NA
ManzF6HSan_REP2.mLb.clN_peak_13855	chrX	4911708	4912552	+	51	NA	promoter-TSS (FBgn0052772)	-promoter-TSS (FBgn0052772)	-251	FBgn0052772	FBgn0052772	FBtr0343533						NA
ManzF6HSan_REP2.mLb.clN_peak_6394	chr3L	310715	312485	+	51	NA	promoter-TSS (FBgn0004373)	-promoter-TSS (FBgn0004373)	-5484	FBgn0284444	FBgn0284444	FBtr0299835						NA
ManzF6HSan_REP2.mLb.clN_peak_9760	chr3R	5591266	5592641	+	51	NA	promoter-TSS (FBgn0014366)	-promoter-TSS (FBgn0014366)	190	FBgn0283535	FBgn0283535	FBtr0346137						NA
ManzF6HSan_REP2.mLb.clN_peak_149	chr2L	1073657	1074609	+	51	NA	intron (FBgn0003310, intron 1 of 4)	-intron (FBgn0003310, intron 1 of 4)	3678	FBgn0003310	FBgn0003310	FBtr0077994						NA
ManzF6HSan_REP2.mLb.clN_peak_14765	chrX	11359136	11359763	+	51	NA	TTS (FBgn0000499)	-TTS (FBgn0000499)	213	FBgn0287454	FBgn0287454	FBtr0073456						NA
ManzF6HSan_REP2.mLb.clN_peak_4590	chr2R	14533165	14533366	+	51	NA	intron (FBgn0265974, intron 1 of 9)	-intron (FBgn0265974, intron 1 of 9)	6689	FBgn0265974	FBgn0265974	FBtr0474168						NA
ManzF6HSan_REP2.mLb.clN_peak_833	chr2L	7063977	7065976	+	51	NA	TTS (FBgn0266666)	-TTS (FBgn0266666)	861	FBgn0031886	FBgn0031886	FBtr0079424						NA
ManzF6HSan_REP2.mLb.clN_peak_4785	chr2R	15511334	15512591	+	51	NA	exon (FBgn0034025, exon 2 of 4)	-exon (FBgn0034025, exon 2 of 4)	-1605	FBgn0034025	FBgn0034025	FBtr0340001						NA
ManzF6HSan_REP2.mLb.clN_peak_10898	chr3R	15410599	15411274	+	51	NA	promoter-TSS (FBgn0041188)	-promoter-TSS (FBgn0041188)	44	FBgn0041188	FBgn0041188	FBtr0344377						NA
ManzF6HSan_REP2.mLb.clN_peak_4687	chr2R	14980975	14982745	+	51	NA	intron (FBgn0033988, intron 1 of 3)	-intron (FBgn0033988, intron 1 of 3)	597	FBgn0033988	FBgn0033988	FBtr0301507						NA
ManzF6HSan_REP2.mLb.clN_peak_14254	chrX	7709282	7710995	+	51	NA	promoter-TSS (FBgn0029504)	-promoter-TSS (FBgn0029504)	2363	FBgn0262979	FBgn0262979	FBtr0344596						NA
ManzF6HSan_REP2.mLb.clN_peak_2973	chr2R	6675415	6676284	+	51	NA	promoter-TSS (FBgn0033092)	-promoter-TSS (FBgn0033092)	-44	FBgn0033089	FBgn0033089	FBtr0086144						NA
ManzF6HSan_REP2.mLb.clN_peak_219	chr2L	1980551	1981266	+	51	NA	promoter-TSS (FBgn0031378)	-promoter-TSS (FBgn0031378)	-153	FBgn0031377	FBgn0031377	FBtr0077869						NA
ManzF6HSan_REP2.mLb.clN_peak_1772	chr2L	16315072	16315345	+	51	NA	intron (FBgn0000250, intron 4 of 6)	-intron (FBgn0000250, intron 4 of 6)	4252	FBgn0001086	FBgn0001086	FBtr0080833						NA
ManzF6HSan_REP2.mLb.clN_peak_14817	chrX	11580291	11581180	+	51	NA	promoter-TSS (FBgn0002948)	-promoter-TSS (FBgn0002948)	-37	FBgn0002948	FBgn0002948	FBtr0073516						NA
ManzF6HSan_REP2.mLb.clN_peak_8187	chr3L	15136010	15137247	+	51	NA	promoter-TSS (FBgn0036483)	-promoter-TSS (FBgn0036483)	-271	FBgn0036483	FBgn0036483	FBtr0075651						NA
ManzF6HSan_REP2.mLb.clN_peak_857	chr2L	7387822	7388343	+	51	NA	promoter-TSS (FBgn0031905)	-promoter-TSS (FBgn0031905)	171	FBgn0031904	FBgn0031904	FBtr0079469						NA
ManzF6HSan_REP2.mLb.clN_peak_991	chr2L	8346352	8346565	+	51	NA	promoter-TSS (FBgn0032025)	-promoter-TSS (FBgn0032025)	-162	FBgn0032025	FBgn0032025	FBtr0345779						NA
ManzF6HSan_REP2.mLb.clN_peak_10256	chr3R	9710290	9711401	+	51	NA	promoter-TSS (FBgn0278604)	-promoter-TSS (FBgn0278604)	192	FBgn0037734	FBgn0037734	FBtr0082091						NA
ManzF6HSan_REP2.mLb.clN_peak_5987	chr2R	23396102	23396962	+	51	NA	TTS (FBgn0034859)	-TTS (FBgn0034859)	148	FBgn0028497	FBgn0028497	FBtr0072028						NA
ManzF6HSan_REP2.mLb.clN_peak_15526	chrX	16886317	16887329	+	51	NA	promoter-TSS (FBgn0030803)	-promoter-TSS (FBgn0030803)	5	FBgn0030803	FBgn0030803	FBtr0074342						NA
ManzF6HSan_REP2.mLb.clN_peak_11290	chr3R	19153270	19153775	+	51	NA	TTS (FBgn0038683)	-TTS (FBgn0038683)	164	FBgn0038682	FBgn0038682	FBtr0083751						NA
ManzF6HSan_REP2.mLb.clN_peak_11986	chr3R	24944318	24945811	+	51	NA	promoter-TSS (FBgn0039254)	-promoter-TSS (FBgn0039254)	-108	FBgn0029157	FBgn0029157	FBtr0301613						NA
ManzF6HSan_REP2.mLb.clN_peak_3441	chr2R	8899837	8901876	+	51	NA	promoter-TSS (FBgn0004921)	-promoter-TSS (FBgn0004921)	519	FBgn0033341	FBgn0033341	FBtr0088684						NA
ManzF6HSan_REP2.mLb.clN_peak_1953	chr2L	18881046	18881874	+	51	NA	promoter-TSS (FBgn0003896)	-promoter-TSS (FBgn0003896)	-199	FBgn0003896	FBgn0003896	FBtr0342921						NA
ManzF6HSan_REP2.mLb.clN_peak_1	chr2L	5563	5953	+	51	NA	Intergenic	Intergenic	-1771	FBgn0031208	FBgn0031208	FBtr0475186						NA
ManzF6HSan_REP2.mLb.clN_peak_8760	chr3L	19590133	19590731	+	51	NA	promoter-TSS (FBgn0036889)	-promoter-TSS (FBgn0036889)	92	FBgn0036889	FBgn0036889	FBtr0074971						NA
