PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP2.mLb.clN_peak_11437	chrX	14289813	14290823	+	37	NA	promoter-TSS (FBgn0030562)	-promoter-TSS (FBgn0030562)	-925	FBgn0030562	FBgn0030562	FBtr0073920						NA
AkaaF3Heat_REP2.mLb.clN_peak_4265	chr2R	23421229	23421387	+	37	NA	TTS (FBgn0034861)	-TTS (FBgn0034861)	-1714	FBgn0034860	FBgn0034860	FBtr0306150						NA
AkaaF3Heat_REP2.mLb.clN_peak_2488	chr2R	7722631	7723395	+	37	NA	promoter-TSS (FBgn0042135)	-promoter-TSS (FBgn0042135)	8090	FBgn0033216	FBgn0033216	FBtr0088929						NA
AkaaF3Heat_REP2.mLb.clN_peak_6199	chr3L	17763089	17764423	+	37	NA	TTS (FBgn0052181)	-TTS (FBgn0052181)	402	FBgn0043025	FBgn0043025	FBtr0110847						NA
AkaaF3Heat_REP2.mLb.clN_peak_1285	chr2L	14552560	14553119	+	37	NA	Intergenic	Intergenic	-1879	FBgn0266147	FBgn0266147	FBtr0343702						NA
AkaaF3Heat_REP2.mLb.clN_peak_5067	chr3L	5365455	5366490	+	37	NA	promoter-TSS (FBgn0260856)	-promoter-TSS (FBgn0260856)	210	FBgn0035601	FBgn0035601	FBtr0077155						NA
AkaaF3Heat_REP2.mLb.clN_peak_12006	chrX	19665797	19665984	+	37	NA	exon (FBgn0031054, exon 3 of 3)	-exon (FBgn0031054, exon 3 of 3)	1329	FBgn0031054	FBgn0031054	FBtr0332889						NA
AkaaF3Heat_REP2.mLb.clN_peak_6531	chr3L	20748524	20748817	+	37	NA	Intergenic	Intergenic	7015	FBgn0053912	FBgn0053912	FBtr0091916						NA
AkaaF3Heat_REP2.mLb.clN_peak_10526	chrX	4930158	4930758	+	37	NA	promoter-TSS (FBgn0266000)	-promoter-TSS (FBgn0266000)	-470	FBgn0266000	FBgn0266000	FBtr0343137						NA
AkaaF3Heat_REP2.mLb.clN_peak_492	chr2L	5296909	5297312	+	37	NA	TTS (FBgn0267294)	-TTS (FBgn0267294)	818	FBgn0267294	FBgn0267294	FBtr0346580						NA
AkaaF3Heat_REP2.mLb.clN_peak_11047	chrX	10356906	10357064	+	37	NA	TTS (FBgn0028331)	-TTS (FBgn0028331)	8860	FBgn0065046	FBgn0065046	FBtr0091641						NA
AkaaF3Heat_REP2.mLb.clN_peak_9694	chr3R	31776632	31778164	+	37	NA	promoter-TSS (FBgn0039876)	-promoter-TSS (FBgn0039876)	378	FBgn0005632	FBgn0005632	FBtr0307550						NA
AkaaF3Heat_REP2.mLb.clN_peak_9888	chr4	1256412	1256542	+	37	NA	intron (FBgn0053653, intron 18 of 22)	-intron (FBgn0053653, intron 18 of 23)	25640	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF3Heat_REP2.mLb.clN_peak_3503	chr2R	16604226	16604615	+	37	NA	promoter-TSS (FBgn0034143)	-promoter-TSS (FBgn0034143)	-47	FBgn0034143	FBgn0034143	FBtr0340065						NA
AkaaF3Heat_REP2.mLb.clN_peak_1426	chr2L	16041907	16042051	+	37	NA	promoter-TSS (FBgn0000182)	-promoter-TSS (FBgn0000182)	-68	FBgn0266459	FBgn0266459	FBtr0344488						NA
AkaaF3Heat_REP2.mLb.clN_peak_5600	chr3L	11320271	11320509	+	37	NA	TTS (FBgn0036154)	-TTS (FBgn0036154)	1329	FBgn0036154	FBgn0036154	FBtr0345692						NA
AkaaF3Heat_REP2.mLb.clN_peak_7527	chr3R	8356890	8358517	+	37	NA	promoter-TSS (FBgn0020249)	-promoter-TSS (FBgn0020249)	725	FBgn0020249	FBgn0020249	FBtr0306260						NA
AkaaF3Heat_REP2.mLb.clN_peak_9180	chr3R	27111872	27112581	+	37	NA	promoter-TSS (FBgn0027574)	-promoter-TSS (FBgn0027574)	44	FBgn0039487	FBgn0039487	FBtr0347412						NA
AkaaF3Heat_REP2.mLb.clN_peak_4155	chr2R	22374980	22375321	+	37	NA	promoter-TSS (FBgn0034722)	-promoter-TSS (FBgn0034722)	60	FBgn0034722	FBgn0034722	FBtr0342988						NA
AkaaF3Heat_REP2.mLb.clN_peak_10387	chrX	3742278	3744023	+	37	NA	intron (FBgn0283657, intron 1 of 7)	-intron (FBgn0283657, intron 1 of 7)	23143	FBgn0283657	FBgn0283657	FBtr0481732						NA
AkaaF3Heat_REP2.mLb.clN_peak_2714	chr2R	9430700	9430943	+	37	NA	intron (FBgn0017558, intron 1 of 5)	-intron (FBgn0017558, intron 1 of 4)	4382	FBgn0017558	FBgn0017558	FBtr0112892						NA
AkaaF3Heat_REP2.mLb.clN_peak_7009	chr3R	4402962	4403974	+	37	NA	promoter-TSS (FBgn0266697)	-promoter-TSS (FBgn0266697)	392	FBgn0263594	FBgn0263594	FBtr0078921						NA
AkaaF3Heat_REP2.mLb.clN_peak_11176	chrX	11713838	11715166	+	37	NA	promoter-TSS (FBgn0030328)	-promoter-TSS (FBgn0030328)	-655	FBgn0030328	FBgn0030328	FBtr0333797						NA
AkaaF3Heat_REP2.mLb.clN_peak_11315	chrX	13210620	13211808	+	37	NA	exon (FBgn0265630, exon 1 of 12)	-exon (FBgn0265630, exon 1 of 12)	460	FBgn0265630	FBgn0265630	FBtr0340489						NA
AkaaF3Heat_REP2.mLb.clN_peak_11188	chrX	11823256	11823421	+	37	NA	exon (FBgn0266019, exon 2 of 8)	-exon (FBgn0266019, exon 2 of 8)	6440	FBgn0266019	FBgn0266019	FBtr0305605						NA
AkaaF3Heat_REP2.mLb.clN_peak_1448	chr2L	16269189	16269861	+	37	NA	intron (FBgn0001994, intron 2 of 2)	-intron (FBgn0001994, intron 2 of 2)	7384	FBgn0028897	FBgn0028897	FBtr0080825						NA
AkaaF3Heat_REP2.mLb.clN_peak_6182	chr3L	17569986	17570481	+	37	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-4071	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF3Heat_REP2.mLb.clN_peak_453	chr2L	4981266	4981701	+	37	NA	promoter-TSS (FBgn0031664)	-promoter-TSS (FBgn0031664)	104	FBgn0031664	FBgn0031664	FBtr0079045						NA
AkaaF3Heat_REP2.mLb.clN_peak_643	chr2L	6833728	6834040	+	37	NA	intron (FBgn0051632, intron 4 of 4)	-intron (FBgn0051632, intron 4 of 4)	11950	FBgn0051632	FBgn0051632	FBtr0345446						NA
AkaaF3Heat_REP2.mLb.clN_peak_12177	chrX	21156489	21157035	+	37	NA	promoter-TSS (FBgn0052511)	-promoter-TSS (FBgn0052511)	-141	FBgn0052511	FBgn0052511	FBtr0307579						NA
AkaaF3Heat_REP2.mLb.clN_peak_2629	chr2R	8723439	8723649	+	37	NA	promoter-TSS (FBgn0005695)	-promoter-TSS (FBgn0005695)	-47	FBgn0040777	FBgn0040777	FBtr0088719						NA
AkaaF3Heat_REP2.mLb.clN_peak_2446	chr2R	7406989	7407924	+	37	NA	TTS (FBgn0033167)	-TTS (FBgn0033167)	363	FBgn0033166	FBgn0033166	FBtr0089009						NA
AkaaF3Heat_REP2.mLb.clN_peak_5538	chr3L	10804504	10804820	+	37	NA	TTS (FBgn0265447)	-TTS (FBgn0265447)	1272	FBgn0265447	FBgn0265447	FBtr0339803						NA
AkaaF3Heat_REP2.mLb.clN_peak_11043	chrX	10325320	10326010	+	37	NA	promoter-TSS (FBgn0030189)	-promoter-TSS (FBgn0030189)	-799	FBgn0030189	FBgn0030189	FBtr0071441						NA
AkaaF3Heat_REP2.mLb.clN_peak_1740	chr2L	19528315	19528882	+	37	NA	promoter-TSS (FBgn0032801)	-promoter-TSS (FBgn0032801)	-275	FBgn0032801	FBgn0032801	FBtr0303779						NA
AkaaF3Heat_REP2.mLb.clN_peak_2532	chr2R	8082882	8083751	+	37	NA	promoter-TSS (FBgn0025469)	-promoter-TSS (FBgn0025469)	41	FBgn0025469	FBgn0025469	FBtr0339280						NA
AkaaF3Heat_REP2.mLb.clN_peak_11766	chrX	17832289	17832618	+	37	NA	intron (FBgn0030870, intron 1 of 4)	-intron (FBgn0030870, intron 1 of 4)	-1359	FBgn0265902	FBgn0265902	FBtr0342785						NA
AkaaF3Heat_REP2.mLb.clN_peak_8780	chr3R	22396866	22397995	+	37	NA	promoter-TSS (FBgn0051166)	-promoter-TSS (FBgn0051166)	-142	FBgn0051166	FBgn0051166	FBtr0084223						NA
AkaaF3Heat_REP2.mLb.clN_peak_11041	chrX	10319289	10319545	+	37	NA	intron (FBgn0259170, intron 2 of 6)	-intron (FBgn0259170, intron 2 of 6)	-7047	FBgn0030189	FBgn0030189	FBtr0071441						NA
AkaaF3Heat_REP2.mLb.clN_peak_7661	chr3R	9784446	9784646	+	37	NA	promoter-TSS (FBgn0037754)	-promoter-TSS (FBgn0037754)	-176	FBgn0002868	FBgn0002868	FBtr0334686						NA
AkaaF3Heat_REP2.mLb.clN_peak_3094	chr2R	12729309	12729826	+	37	NA	intron (FBgn0261545, intron 2 of 8)	-intron (FBgn0261545, intron 2 of 7)	23369	FBgn0033773	FBgn0033773	FBtr0087865						NA
AkaaF3Heat_REP2.mLb.clN_peak_7526	chr3R	8349757	8349999	+	37	NA	promoter-TSS (FBgn0261108)	-promoter-TSS (FBgn0261108)	63	FBgn0261108	FBgn0261108	FBtr0081843						NA
AkaaF3Heat_REP2.mLb.clN_peak_8593	chr3R	20057246	20057772	+	37	NA	promoter-TSS (FBgn0038772)	-promoter-TSS (FBgn0038772)	-19	FBgn0038771	FBgn0038771	FBtr0083836						NA
AkaaF3Heat_REP2.mLb.clN_peak_3320	chr2R	14618686	14618879	+	37	NA	promoter-TSS (FBgn0010638)	-promoter-TSS (FBgn0010638)	11	FBgn0010638	FBgn0010638	FBtr0087498						NA
AkaaF3Heat_REP2.mLb.clN_peak_6196	chr3L	17667874	17668167	+	37	NA	TTS (FBgn0065088)	-TTS (FBgn0065088)	710	FBgn0065088	FBgn0065088	FBtr0091663						NA
AkaaF3Heat_REP2.mLb.clN_peak_6495	chr3L	20509325	20509924	+	37	NA	promoter-TSS (FBgn0052425)	-promoter-TSS (FBgn0052425)	3592	FBgn0037005	FBgn0037005	FBtr0078208						NA
AkaaF3Heat_REP2.mLb.clN_peak_390	chr2L	4187652	4187856	+	37	NA	promoter-TSS (FBgn0040102)	-promoter-TSS (FBgn0040102)	39	FBgn0051961	FBgn0051961	FBtr0077484						NA
AkaaF3Heat_REP2.mLb.clN_peak_5220	chr3L	7125277	7125628	+	37	NA	promoter-TSS (FBgn0035741)	-promoter-TSS (FBgn0035741)	81	FBgn0002775	FBgn0002775	FBtr0076926						NA
AkaaF3Heat_REP2.mLb.clN_peak_6369	chr3L	19219174	19219770	+	37	NA	intron (FBgn0016797, intron 2 of 5)	-intron (FBgn0016797, intron 2 of 6)	-9589	FBgn0264485	FBgn0264485	FBtr0332794						NA
AkaaF3Heat_REP2.mLb.clN_peak_1602	chr2L	18151319	18151692	+	37	NA	intron (FBgn0041184, intron 1 of 3)	-intron (FBgn0041184, intron 1 of 3)	912	FBgn0041184	FBgn0041184	FBtr0329927						NA
AkaaF3Heat_REP2.mLb.clN_peak_7687	chr3R	10081685	10082176	+	37	NA	Intergenic	Intergenic	-1451	FBgn0266414	FBgn0266414	FBtr0344594						NA
AkaaF3Heat_REP2.mLb.clN_peak_6869	chr3L	23522099	23522332	+	37	NA	Intergenic	Intergenic	-33710	FBgn0250816	FBgn0250816	FBtr0299882						NA
AkaaF3Heat_REP2.mLb.clN_peak_12154	chrX	21035398	21036067	+	37	NA	intron (FBgn0031145, intron 1 of 4)	-intron (FBgn0031145, intron 1 of 3)	263	FBgn0031145	FBgn0031145	FBtr0333762						NA
AkaaF3Heat_REP2.mLb.clN_peak_9441	chr3R	29868761	29869523	+	37	NA	promoter-TSS (FBgn0039714)	-promoter-TSS (FBgn0039714)	-223	FBgn0083969	FBgn0083969	FBtr0335004						NA
AkaaF3Heat_REP2.mLb.clN_peak_2944	chr2R	11397367	11397907	+	37	NA	promoter-TSS (FBgn0082585)	-promoter-TSS (FBgn0082585)	-205	FBgn0082585	FBgn0082585	FBtr0088146						NA
AkaaF3Heat_REP2.mLb.clN_peak_2270	chr2R	6168354	6168743	+	37	NA	intron (FBgn0000546, intron 1 of 6)	-intron (FBgn0000546, intron 1 of 6)	-1059	FBgn0011956	FBgn0011956	FBtr0085985						NA
AkaaF3Heat_REP2.mLb.clN_peak_47	chr2L	421432	421545	+	37	NA	promoter-TSS (FBgn0031254)	-promoter-TSS (FBgn0031254)	-38	FBgn0031253	FBgn0031253	FBtr0078089						NA
AkaaF3Heat_REP2.mLb.clN_peak_3626	chr2R	17846400	17846755	+	37	NA	promoter-TSS (FBgn0015522)	-promoter-TSS (FBgn0015522)	-122	FBgn0015522	FBgn0015522	FBtr0086799						NA
AkaaF3Heat_REP2.mLb.clN_peak_112	chr2L	1007699	1008238	+	37	NA	TTS (FBgn0031294)	-TTS (FBgn0031294)	-11691	FBgn0287617	FBgn0287617	FBtr0479958						NA
AkaaF3Heat_REP2.mLb.clN_peak_5365	chr3L	8787303	8787651	+	37	NA	TTS (FBgn0035926)	-TTS (FBgn0035926)	1068	FBgn0035926	FBgn0035926	FBtr0076591						NA
AkaaF3Heat_REP2.mLb.clN_peak_2454	chr2R	7458865	7458989	+	37	NA	promoter-TSS (FBgn0025885)	-promoter-TSS (FBgn0025885)	-53	FBgn0025885	FBgn0025885	FBtr0089329						NA
AkaaF3Heat_REP2.mLb.clN_peak_6353	chr3L	19078979	19080129	+	37	NA	intron (FBgn0036844, intron 1 of 4)	-intron (FBgn0036844, intron 1 of 4)	6872	FBgn0036844	FBgn0036844	FBtr0333220						NA
AkaaF3Heat_REP2.mLb.clN_peak_10731	chrX	7109830	7110353	+	37	NA	exon (FBgn0027342, exon 1 of 4)	-exon (FBgn0027342, exon 1 of 4)	230	FBgn0027342	FBgn0027342	FBtr0071017						NA
AkaaF3Heat_REP2.mLb.clN_peak_3464	chr2R	16159941	16160418	+	37	NA	intron (FBgn0034083, intron 1 of 8)	-intron (FBgn0034083, intron 1 of 8)	-1385	FBgn0034082	FBgn0034082	FBtr0087250						NA
AkaaF3Heat_REP2.mLb.clN_peak_5357	chr3L	8731608	8731844	+	37	NA	promoter-TSS (FBgn0000356)	-promoter-TSS (FBgn0000356)	-218	FBgn0000356	FBgn0000356	FBtr0076574						NA
AkaaF3Heat_REP2.mLb.clN_peak_12447	chrX	23528484	23529150	+	37	NA	Intergenic	Intergenic	237117	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP2.mLb.clN_peak_8908	chr3R	23890806	23891183	+	37	NA	promoter-TSS (FBgn0013347)	-promoter-TSS (FBgn0013347)	66	FBgn0013347	FBgn0013347	FBtr0084526						NA
AkaaF3Heat_REP2.mLb.clN_peak_6944	chr3R	264133	264601	+	37	NA	Intergenic	Intergenic	-302709	FBgn0267431	FBgn0267431	FBtr0392909						NA
AkaaF3Heat_REP2.mLb.clN_peak_10814	chrX	7710027	7710194	+	37	NA	promoter-TSS (FBgn0029504)	-promoter-TSS (FBgn0029504)	2335	FBgn0262979	FBgn0262979	FBtr0344596						NA
AkaaF3Heat_REP2.mLb.clN_peak_7589	chr3R	8984864	8984979	+	37	NA	promoter-TSS (FBgn0027503)	-promoter-TSS (FBgn0027503)	203	FBgn0027503	FBgn0027503	FBtr0346139						NA
AkaaF3Heat_REP2.mLb.clN_peak_596	chr2L	6323654	6324625	+	37	NA	TTS (FBgn0053531)	-TTS (FBgn0053531)	372	FBgn0265778	FBgn0265778	FBtr0333242						NA
AkaaF3Heat_REP2.mLb.clN_peak_8672	chr3R	21152940	21153229	+	37	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-3278	FBgn0264357	FBgn0264357	FBtr0301588						NA
AkaaF3Heat_REP2.mLb.clN_peak_1116	chr2L	12836993	12837812	+	37	NA	Intergenic	Intergenic	-3493	FBgn0266305	FBgn0266305	FBtr0344033						NA
AkaaF3Heat_REP2.mLb.clN_peak_6370	chr3L	19221326	19221593	+	37	NA	intron (FBgn0016797, intron 2 of 5)	-intron (FBgn0016797, intron 2 of 6)	-7602	FBgn0264485	FBgn0264485	FBtr0332794						NA
AkaaF3Heat_REP2.mLb.clN_peak_2654	chr2R	8900066	8900472	+	37	NA	promoter-TSS (FBgn0033340)	-promoter-TSS (FBgn0033340)	28	FBgn0033340	FBgn0033340	FBtr0088644						NA
AkaaF3Heat_REP2.mLb.clN_peak_5274	chr3L	7775157	7775877	+	37	NA	promoter-TSS (FBgn0023076)	-promoter-TSS (FBgn0023076)	-7165	FBgn0052371	FBgn0052371	FBtr0076788						NA
AkaaF3Heat_REP2.mLb.clN_peak_1185	chr2L	13666062	13666279	+	37	NA	intron (FBgn0028527, intron 1 of 5)	-intron (FBgn0028527, intron 1 of 4)	645	FBgn0028527	FBgn0028527	FBtr0331332						NA
AkaaF3Heat_REP2.mLb.clN_peak_4834	chr3L	3046477	3046871	+	37	NA	promoter-TSS (FBgn0052484)	-promoter-TSS (FBgn0052484)	138	FBgn0035390	FBgn0035390	FBtr0073005						NA
AkaaF3Heat_REP2.mLb.clN_peak_10903	chrX	8806697	8806844	+	37	NA	promoter-TSS (FBgn0026411)	-promoter-TSS (FBgn0026411)	-21417	FBgn0026411	FBgn0026411	FBtr0071279						NA
AkaaF3Heat_REP2.mLb.clN_peak_3455	chr2R	16102656	16103404	+	37	NA	promoter-TSS (FBgn0014020)	-promoter-TSS (FBgn0014020)	-67	FBgn0014020	FBgn0014020	FBtr0087217						NA
AkaaF3Heat_REP2.mLb.clN_peak_1191	chr2L	13771025	13771289	+	37	NA	promoter-TSS (FBgn0028541)	-promoter-TSS (FBgn0028541)	-2840	FBgn0263206	FBgn0263206	FBtr0307577						NA
AkaaF3Heat_REP2.mLb.clN_peak_2896	chr2R	11071765	11072041	+	37	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-13683	FBgn0262817	FBgn0262817	FBtr0306049						NA
AkaaF3Heat_REP2.mLb.clN_peak_1400	chr2L	15745175	15745816	+	37	NA	promoter-TSS (FBgn0266309)	-promoter-TSS (FBgn0266309)	-762	FBgn0266309	FBgn0266309	FBtr0344038						NA
AkaaF3Heat_REP2.mLb.clN_peak_8917	chr3R	24006536	24007228	+	37	NA	promoter-TSS (FBgn0020647)	-promoter-TSS (FBgn0020647)	10468	FBgn0051184	FBgn0051184	FBtr0300648						NA
AkaaF3Heat_REP2.mLb.clN_peak_8608	chr3R	20309217	20310682	+	37	NA	exon (FBgn0261550, exon 1 of 9)	-exon (FBgn0261550, exon 1 of 9)	-2412	FBgn0038784	FBgn0038784	FBtr0083900						NA
AkaaF3Heat_REP2.mLb.clN_peak_1548	chr2L	17477739	17478022	+	37	NA	promoter-TSS (FBgn0286781)	-promoter-TSS (FBgn0286781)	8	FBgn0286781	FBgn0286781	FBtr0081001						NA
AkaaF3Heat_REP2.mLb.clN_peak_317	chr2L	3371177	3371338	+	37	NA	exon (FBgn0085423, exon 1 of 11)	-exon (FBgn0085423, exon 1 of 11)	2115	FBgn0085423	FBgn0085423	FBtr0332409						NA
AkaaF3Heat_REP2.mLb.clN_peak_11997	chrX	19601579	19601935	+	37	NA	promoter-TSS (FBgn0031036)	-promoter-TSS (FBgn0031036)	94	FBgn0031036	FBgn0031036	FBtr0307162						NA
AkaaF3Heat_REP2.mLb.clN_peak_10061	chrX	1169586	1170391	+	37	NA	promoter-TSS (FBgn0040364)	-promoter-TSS (FBgn0040364)	-1437	FBgn0040364	FBgn0040364	FBtr0345513						NA
AkaaF3Heat_REP2.mLb.clN_peak_8795	chr3R	22626925	22627222	+	37	NA	promoter-TSS (FBgn0020278)	-promoter-TSS (FBgn0020278)	-1724	FBgn0263452	FBgn0263452	FBtr0309305						NA
AkaaF3Heat_REP2.mLb.clN_peak_2970	chr2R	11629640	11630196	+	37	NA	intron (FBgn0033638, intron 1 of 7)	-intron (FBgn0033638, intron 1 of 7)	-10895	FBgn0086712	FBgn0086712	FBtr0088090						NA
AkaaF3Heat_REP2.mLb.clN_peak_10890	chrX	8605956	8606385	+	37	NA	exon (FBgn0030054, exon 1 of 3)	-exon (FBgn0030054, exon 1 of 3)	134	FBgn0030054	FBgn0030054	FBtr0071228						NA
AkaaF3Heat_REP2.mLb.clN_peak_12171	chrX	21123578	21123914	+	37	NA	exon (FBgn0083956, exon 1 of 15)	-exon (FBgn0083956, exon 1 of 15)	112	FBgn0083956	FBgn0083956	FBtr0343018						NA
AkaaF3Heat_REP2.mLb.clN_peak_10594	chrX	5737243	5738057	+	37	NA	exon (FBgn0052758, exon 1 of 6)	-exon (FBgn0052758, exon 1 of 6)	4910	FBgn0029795	FBgn0029795	FBtr0070806						NA
AkaaF3Heat_REP2.mLb.clN_peak_9890	chr4	1257955	1258095	+	37	NA	intron (FBgn0053653, intron 18 of 22)	-intron (FBgn0053653, intron 18 of 23)	27188	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF3Heat_REP2.mLb.clN_peak_2447	chr2R	7418563	7419378	+	37	NA	promoter-TSS (FBgn0003460)	-promoter-TSS (FBgn0003460)	-380	FBgn0003460	FBgn0003460	FBtr0088970						NA
AkaaF3Heat_REP2.mLb.clN_peak_284	chr2L	2908682	2909095	+	37	NA	intron (FBgn0041111, intron 2 of 10)	-intron (FBgn0041111, intron 2 of 10)	22959	FBgn0041111	FBgn0041111	FBtr0077633						NA
AkaaF3Heat_REP2.mLb.clN_peak_11876	chrX	18682569	18683439	+	37	NA	exon (FBgn0265918, exon 1 of 2)	-exon (FBgn0265918, exon 1 of 2)	299	FBgn0265918	FBgn0265918	FBtr0342847						NA
AkaaF3Heat_REP2.mLb.clN_peak_750	chr2L	8082776	8083866	+	37	NA	promoter-TSS (FBgn0267488)	-promoter-TSS (FBgn0267488)	-339	FBgn0267488	FBgn0267488	FBtr0079543						NA
AkaaF3Heat_REP2.mLb.clN_peak_868	chr2L	9416350	9416496	+	37	NA	promoter-TSS (FBgn0032116)	-promoter-TSS (FBgn0032116)	-165	FBgn0032116	FBgn0032116	FBtr0303897						NA
AkaaF3Heat_REP2.mLb.clN_peak_5125	chr3L	6173669	6174283	+	37	NA	promoter-TSS (FBgn0035689)	-promoter-TSS (FBgn0035689)	-96	FBgn0035688	FBgn0035688	FBtr0331791						NA
AkaaF3Heat_REP2.mLb.clN_peak_2513	chr2R	7916637	7917621	+	37	NA	promoter-TSS (FBgn0015509)	-promoter-TSS (FBgn0015509)	-49	FBgn0015509	FBgn0015509	FBtr0088846						NA
AkaaF3Heat_REP2.mLb.clN_peak_210	chr2L	1987426	1988484	+	37	NA	promoter-TSS (FBgn0031381)	-promoter-TSS (FBgn0031381)	-335	FBgn0031381	FBgn0031381	FBtr0077816						NA
AkaaF3Heat_REP2.mLb.clN_peak_9526	chr3R	30599732	30600840	+	37	NA	promoter-TSS (FBgn0039790)	-promoter-TSS (FBgn0039790)	37	FBgn0039790	FBgn0039790	FBtr0302608						NA
AkaaF3Heat_REP2.mLb.clN_peak_7657	chr3R	9710994	9711141	+	37	NA	promoter-TSS (FBgn0278604)	-promoter-TSS (FBgn0278604)	-30	FBgn0037734	FBgn0037734	FBtr0082091						NA
AkaaF3Heat_REP2.mLb.clN_peak_3593	chr2R	17452230	17452368	+	37	NA	exon (FBgn0028956, exon 1 of 9)	-exon (FBgn0028956, exon 1 of 9)	-1003	FBgn0028956	FBgn0028956	FBtr0086955						NA
AkaaF3Heat_REP2.mLb.clN_peak_3773	chr2R	19305079	19305341	+	37	NA	promoter-TSS (FBgn0034432)	-promoter-TSS (FBgn0034432)	38	FBgn0034432	FBgn0034432	FBtr0345425						NA
AkaaF3Heat_REP2.mLb.clN_peak_5412	chr3L	9430222	9430600	+	37	NA	promoter-TSS (FBgn0040305)	-promoter-TSS (FBgn0040305)	99	FBgn0040305	FBgn0040305	FBtr0344236						NA
AkaaF3Heat_REP2.mLb.clN_peak_8321	chr3R	17079288	17079520	+	37	NA	promoter-TSS (FBgn0038476)	-promoter-TSS (FBgn0038476)	541	FBgn0038475	FBgn0038475	FBtr0083424						NA
AkaaF3Heat_REP2.mLb.clN_peak_884	chr2L	9522804	9523094	+	37	NA	intron (FBgn0032123, intron 1 of 7)	-intron (FBgn0032123, intron 1 of 8)	-5566	FBgn0032122	FBgn0032122	FBtr0079829						NA
AkaaF3Heat_REP2.mLb.clN_peak_360	chr2L	3872428	3872574	+	37	NA	promoter-TSS (FBgn0051957)	-promoter-TSS (FBgn0051957)	-43	FBgn0051957	FBgn0051957	FBtr0334833						NA
AkaaF3Heat_REP2.mLb.clN_peak_11064	chrX	10532507	10533044	+	37	NA	intron (FBgn0085443, intron 3 of 10)	-intron (FBgn0085443, intron 3 of 9)	24587	FBgn0085443	FBgn0085443	FBtr0310296						NA
AkaaF3Heat_REP2.mLb.clN_peak_6931	chr3L	27858244	27858359	+	37	NA	promoter-TSS (FBgn0020660)	-promoter-TSS (FBgn0020660)	-30	FBgn0020660	FBgn0020660	FBtr0334940						NA
AkaaF3Heat_REP2.mLb.clN_peak_5298	chr3L	8028592	8028823	+	37	NA	promoter-TSS (FBgn0052370)	-promoter-TSS (FBgn0052370)	-89	FBgn0052370	FBgn0052370	FBtr0076762						NA
AkaaF3Heat_REP2.mLb.clN_peak_4537	chr3L	540546	540716	+	37	NA	promoter-TSS (FBgn0035140)	-promoter-TSS (FBgn0035140)	-307	FBgn0035140	FBgn0035140	FBtr0331785						NA
AkaaF3Heat_REP2.mLb.clN_peak_10525	chrX	4918716	4919050	+	37	NA	promoter-TSS (FBgn0029736)	-promoter-TSS (FBgn0029736)	11	FBgn0029737	FBgn0029737	FBtr0070723						NA
AkaaF3Heat_REP2.mLb.clN_peak_6807	chr3L	22680884	22681197	+	37	NA	Intergenic	Intergenic	6047	FBgn0037175	FBgn0037175	FBtr0331777						NA
AkaaF3Heat_REP2.mLb.clN_peak_10726	chrX	7015180	7015351	+	37	NA	TTS (FBgn0029929)	-TTS (FBgn0029929)	1378	FBgn0029929	FBgn0029929	FBtr0071009						NA
AkaaF3Heat_REP2.mLb.clN_peak_12106	chrX	20509897	20510071	+	37	NA	intron (FBgn0031118, intron 1 of 14)	-intron (FBgn0031118, intron 1 of 13)	-1560	FBgn0031119	FBgn0031119	FBtr0077312						NA
AkaaF3Heat_REP2.mLb.clN_peak_6431	chr3L	19897097	19897675	+	37	NA	promoter-TSS (FBgn0052218)	-promoter-TSS (FBgn0052218)	-995	FBgn0052218	FBgn0052218	FBtr0304110						NA
AkaaF3Heat_REP2.mLb.clN_peak_8679	chr3R	21199099	21199254	+	37	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-15903	FBgn0038868	FBgn0038868	FBtr0084049						NA
AkaaF3Heat_REP2.mLb.clN_peak_6120	chr3L	16955395	16955684	+	37	NA	promoter-TSS (FBgn0010352)	-promoter-TSS (FBgn0010352)	-1900	FBgn0010352	FBgn0010352	FBtr0481643						NA
AkaaF3Heat_REP2.mLb.clN_peak_11543	chrX	15320097	15320530	+	37	NA	promoter-TSS (FBgn0004924)	-promoter-TSS (FBgn0004924)	-2346	FBgn0266276	FBgn0266276	FBtr0343974						NA
